Genome	Species	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMEA114276590	salivarius	NA	SAMEA114276590.contig00007	9844	11304	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	487	487	100.00	99.79	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA114276590	salivarius	NA	SAMEA114276590.contig00007	11427	12641	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA114276592	salivarius	NA	SAMEA114276592.contig00007	9843	11303	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA114276592	salivarius	NA	SAMEA114276592.contig00007	11426	12640	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA114309597	salivarius	NA	SAMEA114309597.contig00004	196386	197846	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA114309597	salivarius	NA	SAMEA114309597.contig00004	197969	199183	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA114321088	salivarius	NA	SAMEA114321088.contig00003	54784	56244	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA114321088	salivarius	NA	SAMEA114321088.contig00003	56367	57581	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA114539227	salivarius	NA	SAMEA114539227.contig00002	29147	30607	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA114539227	salivarius	NA	SAMEA114539227.contig00002	30730	31944	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA114539251	salivarius	NA	SAMEA114539251.contig00001	19776	20510	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA114539254	salivarius	NA	SAMEA114539254.contig00001	34088	34822	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA114539261	salivarius	NA	SAMEA114539261.contig00004	111800	113716	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA114539261	salivarius	NA	SAMEA114539261.contig00004	114826	115560	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA115092700	salivarius	NA	SAMEA115092700.contig00007	9844	11304	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	487	487	100.00	99.79	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA115092700	salivarius	NA	SAMEA115092700.contig00007	11427	12641	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA115106832	salivarius	NA	SAMEA115106832.contig00005	141843	143759	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_004632336.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA115106832	salivarius	NA	SAMEA115106832.contig00005	144869	145603	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA115875241	salivarius	NA	SAMEA115875241.contig00011	27141	28355	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA115875241	salivarius	NA	SAMEA115875241.contig00011	28478	29938	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA3712933	salivarius	NA	SAMEA3712933.contig00001	118582	120498	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691727.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA4555980	salivarius	NA	SAMEA4555980.contig00010	31393	32853	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA4555980	salivarius	NA	SAMEA4555980.contig00010	32976	34190	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA4556013	salivarius	NA	SAMEA4556013.contig00020	9811	11271	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA4556013	salivarius	NA	SAMEA4556013.contig00020	11394	12608	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA4655553	salivarius	NA	SAMEA4655553.contig00020	9716	11632	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA4655553	salivarius	NA	SAMEA4655553.contig00020	12742	13476	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA5390805	salivarius	NA	SAMEA5390805.contig00006	64287	65501	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA5390805	salivarius	NA	SAMEA5390805.contig00006	65624	67084	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA5390816	salivarius	NA	SAMEA5390816.contig00006	64287	65501	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA5390816	salivarius	NA	SAMEA5390816.contig00006	65624	67084	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA5390820	salivarius	NA	SAMEA5390820.contig00006	54075	55535	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA5390820	salivarius	NA	SAMEA5390820.contig00006	55658	56872	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA5390865	salivarius	NA	SAMEA5390865.contig00001	45227	47143	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.28	639	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390865	salivarius	NA	SAMEA5390865.contig00001	428639	430099	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA5390865	salivarius	NA	SAMEA5390865.contig00001	430222	431436	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA5390868	salivarius	NA	SAMEA5390868.contig00013	9721	11637	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_002414694.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390882	salivarius	NA	SAMEA5390882.contig00002	82692	84608	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.28	639	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390886	salivarius	NA	SAMEA5390886.contig00003	49646	51562	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.28	639	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390888	salivarius	NA	SAMEA5390888.contig00001	303478	304692	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	BLASTX	405	405	100.00	99.75	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA5390888	salivarius	NA	SAMEA5390888.contig00001	304815	306275	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA5390888	salivarius	NA	SAMEA5390888.contig00007	15401	16135	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA5390888	salivarius	NA	SAMEA5390888.contig00007	17245	19161	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.84	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390891	salivarius	NA	SAMEA5390891.contig00002	70769	72685	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.28	639	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390894	salivarius	NA	SAMEA5390894.contig00002	121798	123714	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.28	639	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390899	salivarius	NA	SAMEA5390899.contig00002	83508	85424	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.28	639	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390906	salivarius	NA	SAMEA5390906.contig00003	49646	51562	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.28	639	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390909	salivarius	NA	SAMEA5390909.contig00003	164561	166477	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.28	639	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390915	salivarius	NA	SAMEA5390915.contig00002	80996	82912	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.28	639	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA6516818	salivarius	NA	SAMEA6516818.contig00007	85812	87728	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691727.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA6647150	salivarius	NA	SAMEA6647150.contig00003	108212	109672	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA6647150	salivarius	NA	SAMEA6647150.contig00003	109795	111009	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA6647151	salivarius	NA	SAMEA6647151.contig00006	121932	123146	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA6647151	salivarius	NA	SAMEA6647151.contig00006	123269	124729	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA6647157	salivarius	NA	SAMEA6647157.contig00001	62901	64115	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA6647157	salivarius	NA	SAMEA6647157.contig00001	64238	65698	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	487	487	100.00	95.28	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA6647157	salivarius	NA	SAMEA6647157.contig00001	67796	68452	+	catA16	type A-16 chloramphenicol O-acetyltransferase CatQ	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	219	219	100.00	98.63	219	WP_063843221.1	type A-16 chloramphenicol O-acetyltransferase CatQ	NA	NA
SAMEA6647159	salivarius	NA	SAMEA6647159.contig00010	48696	49430	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA6647159	salivarius	NA	SAMEA6647159.contig00010	50540	52456	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.90	639	WP_004632336.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA6647160	salivarius	NA	SAMEA6647160.contig00001	591141	591875	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA6647161	salivarius	NA	SAMEA6647161.contig00008	52972	53706	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA6647161	salivarius	NA	SAMEA6647161.contig00008	54816	56096	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	427	639	66.82	100.00	427	WP_000691727.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA6647163	salivarius	NA	SAMEA6647163.contig00013	47578	48792	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA6647163	salivarius	NA	SAMEA6647163.contig00013	48915	50375	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA6647165	salivarius	NA	SAMEA6647165.contig00005	100413	101627	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA6647165	salivarius	NA	SAMEA6647165.contig00005	101750	103210	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA6647165	salivarius	NA	SAMEA6647165.contig00006	89146	91062	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.28	639	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
