Genome	Species	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMEA112824125	oralis	NA	SAMEA112824125.contig00001	167338	169254	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA112824125	oralis	NA	SAMEA112824125.contig00001	170364	171098	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA112824189	oralis	NA	SAMEA112824189.contig00002	327996	329456	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA112824189	oralis	NA	SAMEA112824189.contig00002	329579	330793	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA112824189	oralis	NA	SAMEA112824189.contig00003	111694	113610	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691743.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA114408483	oralis	NA	SAMEA114408483.contig00001	455828	457042	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA114408483	oralis	NA	SAMEA114408483.contig00001	457165	458625	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA114538883	oralis	NA	SAMEA114538883.contig00002	298124	300040	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.84	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA114538883	oralis	NA	SAMEA114538883.contig00002	309961	310695	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA115092688	oralis	NA	SAMEA115092688.contig00001	647713	649173	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA115092688	oralis	NA	SAMEA115092688.contig00001	649296	650510	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA115106833	oralis	NA	SAMEA115106833.contig00002	93472	94206	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA115106833	oralis	NA	SAMEA115106833.contig00002	95316	97232	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA115106835	oralis	NA	SAMEA115106835.contig00001	871319	872053	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA115106835	oralis	NA	SAMEA115106835.contig00001	873163	875079	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA115377353	oralis	NA	SAMEA115377353.contig00001	954621	955835	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	BLASTX	405	405	100.00	99.75	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA115377353	oralis	NA	SAMEA115377353.contig00001	955958	957418	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA115606320	oralis	NA	SAMEA115606320.contig00001	377678	378892	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA115606320	oralis	NA	SAMEA115606320.contig00001	379015	380475	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA115606959	oralis	NA	SAMEA115606959.contig00001	167338	169254	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA115606959	oralis	NA	SAMEA115606959.contig00001	170364	171098	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA115606960	oralis	NA	SAMEA115606960.contig00001	167338	169254	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA115606960	oralis	NA	SAMEA115606960.contig00001	170364	171098	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA116302120	oralis	NA	SAMEA116302120.contig00001	119419	121335	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691743.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA116302120	oralis	NA	SAMEA116302120.contig00001	384063	384797	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038792.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA116302120	oralis	NA	SAMEA116302120.contig00001	385521	386426	+	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	302	302	100.00	100.00	302	WP_001255866.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia	NA	NA
SAMEA116302120	oralis	NA	SAMEA116302120.contig00001	386426	386965	+	sat4	streptothricin N-acetyltransferase Sat4	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	EXACTX	180	180	100.00	100.00	180	WP_000627290.1	streptothricin N-acetyltransferase Sat4	NA	NA
SAMEA116302120	oralis	NA	SAMEA116302120.contig00001	387061	387852	+	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	264	264	100.00	100.00	264	WP_001096887.1	aminoglycoside O-phosphotransferase APH(3')-IIIa	NA	NA
SAMEA116302120	oralis	NA	SAMEA116302120.contig00001	408309	409523	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA116302120	oralis	NA	SAMEA116302120.contig00001	409646	411106	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA117078771	oralis	NA	SAMEA117078771.contig00002	243129	245045	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	98.59	639	WP_000691737.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA117078771	oralis	NA	SAMEA117078771.contig00002	246156	246890	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA117117152	oralis	NA	SAMEA117117152.contig00001	310577	312037	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA117117152	oralis	NA	SAMEA117117152.contig00001	312160	313374	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA117482015	oralis	NA	SAMEA117482015.contig00001	871136	871870	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA117482015	oralis	NA	SAMEA117482015.contig00001	872980	874896	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA117482018	oralis	NA	SAMEA117482018.contig00001	167516	169432	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA117482018	oralis	NA	SAMEA117482018.contig00001	170542	171276	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMEA117482073	oralis	NA	SAMEA117482073.contig00001	608070	609530	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	487	487	100.00	99.79	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA117482073	oralis	NA	SAMEA117482073.contig00001	609653	610867	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA117482073	oralis	NA	SAMEA117482073.contig00002	76524	78440	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA117482088	oralis	NA	SAMEA117482088.contig00001	327996	329456	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA117482088	oralis	NA	SAMEA117482088.contig00001	329579	330793	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA117482088	oralis	NA	SAMEA117482088.contig00003	110806	112722	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691743.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA2446227	oralis	NA	SAMEA2446227.contig00003	318127	319587	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA2446227	oralis	NA	SAMEA2446227.contig00003	319710	320924	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA2674808	oralis	NA	SAMEA2674808.contig00003	110246	112162	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691743.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA2674809	oralis	NA	SAMEA2674809.contig00006	81869	83329	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA2674809	oralis	NA	SAMEA2674809.contig00006	83452	84666	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	BLASTX	405	405	100.00	99.75	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA3354231	oralis	NA	SAMEA3354231.contig00001	283164	284624	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA3354231	oralis	NA	SAMEA3354231.contig00001	284747	285961	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA3354231	oralis	NA	SAMEA3354231.contig00001	631913	633829	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.69	639	WP_000691727.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
