Genome	Species	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMEA111347059	parasanguinis_D	NA	SAMEA111347059.contig00002	2569	4290	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	97.91	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA111347059	parasanguinis_D	NA	SAMEA111347059.contig00002	4295	6025	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.84	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA114321098	parasanguinis_D	NA	SAMEA114321098.contig00013	19501	21231	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.67	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA114321098	parasanguinis_D	NA	SAMEA114321098.contig00013	21236	22957	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	97.91	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA2335678	parasanguinis_D	NA	SAMEA2335678.contig00001	81331	82791	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA2335678	parasanguinis_D	NA	SAMEA2335678.contig00001	82914	84128	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA2335678	parasanguinis_D	NA	SAMEA2335678.contig00002	107910	109631	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	96.86	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA2335678	parasanguinis_D	NA	SAMEA2335678.contig00002	109636	111366	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.32	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA2335678	parasanguinis_D	NA	SAMEA2335678.contig00008	38615	40531	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_002414694.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMEA5390890	parasanguinis_D	NA	SAMEA5390890.contig00001	938013	939743	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	96.53	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA5390890	parasanguinis_D	NA	SAMEA5390890.contig00001	939748	941469	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	98.26	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA5390893	parasanguinis_D	NA	SAMEA5390893.contig00001	921676	923406	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	96.53	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA5390893	parasanguinis_D	NA	SAMEA5390893.contig00001	923411	925132	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	98.26	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA5390905	parasanguinis_D	NA	SAMEA5390905.contig00001	932047	933777	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	96.19	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA5390905	parasanguinis_D	NA	SAMEA5390905.contig00001	933782	935503	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	97.56	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMN03197706	parasanguinis_D	NA	SAMN03197706.contig00001	347692	349413	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	98.26	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMN03197706	parasanguinis_D	NA	SAMN03197706.contig00001	349418	351148	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	96.01	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMN03197706	parasanguinis_D	NA	SAMN03197706.contig00005	114329	116245	+	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.84	639	WP_000691759.1	tetracycline resistance ribosomal protection protein Tet(O)	NA	NA
SAMN04477645	parasanguinis_D	NA	SAMN04477645.contig00008	12512	13972	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMN04477645	parasanguinis_D	NA	SAMN04477645.contig00008	14095	15309	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMN04477645	parasanguinis_D	NA	SAMN04477645.contig00011	53268	54989	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	97.91	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMN04477645	parasanguinis_D	NA	SAMN04477645.contig00011	54994	56724	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.84	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMN11849391	parasanguinis_D	NA	SAMN11849391.contig00002	108879	110600	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	97.91	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMN11849391	parasanguinis_D	NA	SAMN11849391.contig00002	110605	112335	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.84	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMN11849391	parasanguinis_D	NA	SAMN11849391.contig00004	82501	83715	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	BLASTX	405	405	100.00	99.75	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMN11849391	parasanguinis_D	NA	SAMN11849391.contig00004	83838	85298	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
