Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMEA5192274	sanguinis	tet(M)	99.84	1920/1920	100.0	1..1920	SAMEA5192274.contig00002 len=445669 cov=37.5 corr=0 origname=NODE_2_length_445669_cov_37.528308_pilon sw=shovill-spades/1.1.0 date=20230705	210436..212355	Doxycycline, Tetracycline, Minocycline	X75073
SAMEA5979909	sanguinis	erm(B)	100.00	738/738	100.0	1..738	SAMEA5979909.contig00001 len=1590049 cov=33.1 corr=0 origname=NODE_1_length_1590049_cov_33.116930_pilon sw=shovill-spades/1.1.0 date=20230704	1369090..1369827	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA5979909	sanguinis	tet(M)	99.84	1920/1920	100.0	1..1920	SAMEA5979909.contig00001 len=1590049 cov=33.1 corr=0 origname=NODE_1_length_1590049_cov_33.116930_pilon sw=shovill-spades/1.1.0 date=20230704	1357253..1359172	Doxycycline, Tetracycline, Minocycline	X92947
SAMN00828791	sanguinis	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN00828791.contig00001 len=766718 cov=35.1 corr=0 origname=NODE_1_length_766718_cov_35.056391_pilon sw=shovill-spades/1.0.4 date=20190218	749743..751662	Doxycycline, Tetracycline, Minocycline	X92947
SAMN01162043	sanguinis	erm(B)	99.86	738/738	100.0	1..738	SAMN01162043.contig00001 len=1055186 cov=29.7 corr=0 origname=NODE_1_length_1055186_cov_29.683057_pilon sw=shovill-spades/1.0.4 date=20190222	338728..339465	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN01162043	sanguinis	erm(B)	99.86	738/738	100.0	1..738	SAMN01162043.contig00001 len=1055186 cov=29.7 corr=0 origname=NODE_1_length_1055186_cov_29.683057_pilon sw=shovill-spades/1.0.4 date=20190222	338728..339465	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMN01162043	sanguinis	tet(M)	99.43	1920/1920	100.0	1..1920	SAMN01162043.contig00001 len=1055186 cov=29.7 corr=0 origname=NODE_1_length_1055186_cov_29.683057_pilon sw=shovill-spades/1.0.4 date=20190222	335702..337621	Doxycycline, Tetracycline, Minocycline	X92947
SAMN09631753	sanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631753.contig00011 len=68128 cov=17.8 corr=0 origname=NODE_11_length_68128_cov_17.761106_pilon sw=shovill-spades/1.1.0 date=20230707	5269..6732	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631753	sanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631753.contig00011 len=68128 cov=17.8 corr=0 origname=NODE_11_length_68128_cov_17.761106_pilon sw=shovill-spades/1.1.0 date=20230707	6852..8069	Erythromycin, Azithromycin	U83667
SAMN09631761	sanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631761.contig00005 len=193107 cov=12.3 corr=0 origname=NODE_5_length_193107_cov_12.265800_pilon sw=shovill-spades/1.1.0 date=20230707	184906..186369	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631761	sanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631761.contig00005 len=193107 cov=12.3 corr=0 origname=NODE_5_length_193107_cov_12.265800_pilon sw=shovill-spades/1.1.0 date=20230707	183569..184786	Erythromycin, Azithromycin	U83667
SAMN09631765	sanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631765.contig00004 len=196812 cov=25.5 corr=0 origname=NODE_4_length_196812_cov_25.456669_pilon sw=shovill-spades/1.1.0 date=20230720	61549..63012	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631765	sanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631765.contig00004 len=196812 cov=25.5 corr=0 origname=NODE_4_length_196812_cov_25.456669_pilon sw=shovill-spades/1.1.0 date=20230720	60212..61429	Erythromycin, Azithromycin	U83667
SAMN09631767	sanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631767.contig00061 len=6082 cov=14.7 corr=0 origname=NODE_61_length_6082_cov_14.704618_pilon sw=shovill-spades/1.1.0 date=20230707	2865..4328	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631767	sanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631767.contig00061 len=6082 cov=14.7 corr=0 origname=NODE_61_length_6082_cov_14.704618_pilon sw=shovill-spades/1.1.0 date=20230707	4448..5665	Erythromycin, Azithromycin	U83667
SAMN09631771	sanguinis	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN09631771.contig00028 len=20098 cov=15.7 corr=0 origname=NODE_28_length_20098_cov_15.732112_pilon sw=shovill-spades/1.1.0 date=20230707	5773..7692	Doxycycline, Tetracycline, Minocycline	X75073
SAMN09631772	sanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631772.contig00027 len=12298 cov=6.8 corr=0 origname=NODE_27_length_12298_cov_6.785392_pilon sw=shovill-spades/1.1.0 date=20230707	3957..5420	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631772	sanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631772.contig00027 len=12298 cov=6.8 corr=0 origname=NODE_27_length_12298_cov_6.785392_pilon sw=shovill-spades/1.1.0 date=20230707	2620..3837	Erythromycin, Azithromycin	U83667
SAMN09631773	sanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631773.contig00001 len=493037 cov=26.3 corr=0 origname=NODE_1_length_493037_cov_26.322032_pilon sw=shovill-spades/1.1.0 date=20230707	289361..290824	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631773	sanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631773.contig00001 len=493037 cov=26.3 corr=0 origname=NODE_1_length_493037_cov_26.322032_pilon sw=shovill-spades/1.1.0 date=20230707	290944..292161	Erythromycin, Azithromycin	U83667
SAMN10478698	sanguinis	erm(B)	100.00	667/738	90.37940379403794	72..738	SAMN10478698.contig00145 len=931 cov=4.0 corr=0 origname=NODE_149_length_931_cov_4.045977_pilon sw=shovill-spades/1.1.0 date=20240715	265..931	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U35228
SAMN10478698	sanguinis	erm(B)	100.00	667/762	87.53280839895014	96..762	SAMN10478698.contig00145 len=931 cov=4.0 corr=0 origname=NODE_149_length_931_cov_4.045977_pilon sw=shovill-spades/1.1.0 date=20240715	265..931	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X66468
SAMN10478698	sanguinis	erm(B)	100.00	667/738	90.37940379403794	72..738	SAMN10478698.contig00145 len=931 cov=4.0 corr=0 origname=NODE_149_length_931_cov_4.045977_pilon sw=shovill-spades/1.1.0 date=20240715	265..931	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN10478698	sanguinis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMN10478698.contig00115 len=2111 cov=5.8 corr=1 origname=NODE_115_length_2111_cov_5.814634_pilon sw=shovill-spades/1.1.0 date=20240715	41..1960	Doxycycline, Tetracycline, Minocycline	X92947
SAMN20399954	sanguinis	erm(B)	100.00	738/738	100.0	1..738	SAMN20399954.contig00003 len=290195 cov=67.4 corr=0 origname=NODE_3_length_290195_cov_67.445027_pilon sw=shovill-spades/1.1.0 date=20230628	101231..101968	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN20399954	sanguinis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMN20399954.contig00003 len=290195 cov=67.4 corr=0 origname=NODE_3_length_290195_cov_67.445027_pilon sw=shovill-spades/1.1.0 date=20230628	103076..104995	Doxycycline, Tetracycline, Minocycline	X75073
SAMN20399955	sanguinis	erm(B)	100.00	738/738	100.0	1..738	SAMN20399955.contig00003 len=320192 cov=59.5 corr=0 origname=NODE_3_length_320192_cov_59.515242_pilon sw=shovill-spades/1.1.0 date=20230628	218225..218962	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN20399955	sanguinis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMN20399955.contig00003 len=320192 cov=59.5 corr=0 origname=NODE_3_length_320192_cov_59.515242_pilon sw=shovill-spades/1.1.0 date=20230628	215198..217117	Doxycycline, Tetracycline, Minocycline	X75073
SAMN20399957	sanguinis	tet(M)	100.00	1920/1920	100.0	1..1920	SAMN20399957.contig00002 len=416239 cov=54.2 corr=0 origname=NODE_2_length_416239_cov_54.196528_pilon sw=shovill-spades/1.1.0 date=20230626	312804..314723	Doxycycline, Tetracycline, Minocycline	AM990992
