Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMEA111347059	parasanguinis_D	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA111347059.contig00001 len=468884 cov=49.5 corr=0 origname=NODE_1_length_468884_cov_49.532523_pilon sw=shovill-spades/1.1.0 date=20230624	45823..47286	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA111347059	parasanguinis_D	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA111347059.contig00001 len=468884 cov=49.5 corr=0 origname=NODE_1_length_468884_cov_49.532523_pilon sw=shovill-spades/1.1.0 date=20230624	47406..48623	Erythromycin, Azithromycin	U83667
SAMEA111347059	parasanguinis_D	tetA(46)	95.25	1725/1725	100.0	1..1725	SAMEA111347059.contig00002 len=430279 cov=51.3 corr=0 origname=NODE_2_length_430279_cov_51.322715_pilon sw=shovill-spades/1.1.0 date=20230624	2569..4293	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA111347059	parasanguinis_D	tetB(46)	91.87	1722/1737	99.02130109383995	1..1721	SAMEA111347059.contig00002 len=430279 cov=51.3 corr=0 origname=NODE_2_length_430279_cov_51.322715_pilon sw=shovill-spades/1.1.0 date=20230624	4295..6015	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA114321098	parasanguinis_D	tetA(46)	95.25	1725/1725	100.0	1..1725	SAMEA114321098.contig00013 len=88638 cov=38.2 corr=0 origname=NODE_13_length_88638_cov_38.165328_pilon sw=shovill-spades/1.1.0 date=20240709	21233..22957	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA114321098	parasanguinis_D	tetB(46)	91.75	1722/1737	99.02130109383995	1..1721	SAMEA114321098.contig00013 len=88638 cov=38.2 corr=0 origname=NODE_13_length_88638_cov_38.165328_pilon sw=shovill-spades/1.1.0 date=20240709	19511..21231	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA2335678	parasanguinis_D	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA2335678.contig00001 len=236060 cov=32.5 corr=0 origname=NODE_1_length_236060_cov_32.499778_pilon sw=shovill-spades/1.0.4 date=20190115	81328..82791	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA2335678	parasanguinis_D	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA2335678.contig00001 len=236060 cov=32.5 corr=0 origname=NODE_1_length_236060_cov_32.499778_pilon sw=shovill-spades/1.0.4 date=20190115	82911..84128	Erythromycin, Azithromycin	U83667
SAMEA2335678	parasanguinis_D	tetA(46)	94.14	1725/1725	100.0	1..1725	SAMEA2335678.contig00002 len=169084 cov=35.6 corr=0 origname=NODE_2_length_169084_cov_35.642580_pilon sw=shovill-spades/1.0.4 date=20190115	107910..109634	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA2335678	parasanguinis_D	tetB(46)	91.17	1722/1737	99.02130109383995	1..1721	SAMEA2335678.contig00002 len=169084 cov=35.6 corr=0 origname=NODE_2_length_169084_cov_35.642580_pilon sw=shovill-spades/1.0.4 date=20190115	109636..111356	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA2335678	parasanguinis_D	tet(M)	99.84	1920/1920	100.0	1..1920	SAMEA2335678.contig00008 len=103511 cov=35.0 corr=0 origname=NODE_8_length_103511_cov_34.979438_pilon sw=shovill-spades/1.0.4 date=20190115	38612..40531	Doxycycline, Tetracycline, Minocycline	X04388
SAMEA5390890	parasanguinis_D	tetA(46)	94.72	1725/1725	100.0	1..1725	SAMEA5390890.contig00001 len=951045 cov=33.7 corr=0 origname=NODE_1_length_951045_cov_33.720246_pilon sw=shovill-spades/1.1.0 date=20230705	939745..941469	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA5390890	parasanguinis_D	tetB(46)	92.58	1711/1737	98.38802533103052	1..1710	SAMEA5390890.contig00001 len=951045 cov=33.7 corr=0 origname=NODE_1_length_951045_cov_33.720246_pilon sw=shovill-spades/1.1.0 date=20230705	938034..939743	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA5390893	parasanguinis_D	tetA(46)	94.72	1725/1725	100.0	1..1725	SAMEA5390893.contig00001 len=934912 cov=35.3 corr=0 origname=NODE_1_length_934912_cov_35.291441_pilon sw=shovill-spades/1.1.0 date=20230704	923408..925132	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA5390893	parasanguinis_D	tetB(46)	92.58	1711/1737	98.38802533103052	1..1710	SAMEA5390893.contig00001 len=934912 cov=35.3 corr=0 origname=NODE_1_length_934912_cov_35.291441_pilon sw=shovill-spades/1.1.0 date=20230704	921697..923406	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA5390905	parasanguinis_D	tetA(46)	94.61	1726/1725	99.94202898550725	1..1725	SAMEA5390905.contig00001 len=1367152 cov=34.6 corr=0 origname=NODE_1_length_1367152_cov_34.639518_pilon sw=shovill-spades/1.1.0 date=20230705	933779..935503	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA5390905	parasanguinis_D	tetB(46)	91.99	1722/1737	99.02130109383995	1..1721	SAMEA5390905.contig00001 len=1367152 cov=34.6 corr=0 origname=NODE_1_length_1367152_cov_34.639518_pilon sw=shovill-spades/1.1.0 date=20230705	932057..933777	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN03197706	parasanguinis_D	tetA(46)	95.25	1725/1725	100.0	1..1725	SAMN03197706.contig00001 len=381458 cov=6.8 corr=0 origname=NODE_1_length_381458_cov_6.786996_pilon sw=shovill-spades/1.0.4 date=20190227	347692..349416	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN03197706	parasanguinis_D	tetB(46)	92.34	1723/1737	98.96373056994818	1..1721	SAMN03197706.contig00001 len=381458 cov=6.8 corr=0 origname=NODE_1_length_381458_cov_6.786996_pilon sw=shovill-spades/1.0.4 date=20190227	349418..351138	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN03197706	parasanguinis_D	tet(O)	99.95	1920/1920	100.0	1..1920	SAMN03197706.contig00005 len=155346 cov=6.5 corr=0 origname=NODE_5_length_155346_cov_6.494381_pilon sw=shovill-spades/1.0.4 date=20190227	114329..116248	Doxycycline, Tetracycline, Minocycline	Y07780
SAMN04477645	parasanguinis_D	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN04477645.contig00008 len=80957 cov=25.0 corr=0 origname=NODE_8_length_80957_cov_25.021239_pilon sw=shovill-spades/1.0.4 date=20190104	12509..13972	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04477645	parasanguinis_D	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN04477645.contig00008 len=80957 cov=25.0 corr=0 origname=NODE_8_length_80957_cov_25.021239_pilon sw=shovill-spades/1.0.4 date=20190104	14092..15309	Erythromycin, Azithromycin	U83667
SAMN04477645	parasanguinis_D	tetA(46)	95.25	1725/1725	100.0	1..1725	SAMN04477645.contig00011 len=66946 cov=34.7 corr=0 origname=NODE_11_length_66946_cov_34.682711_pilon sw=shovill-spades/1.0.4 date=20190104	53268..54992	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN04477645	parasanguinis_D	tetB(46)	91.87	1722/1737	99.02130109383995	1..1721	SAMN04477645.contig00011 len=66946 cov=34.7 corr=0 origname=NODE_11_length_66946_cov_34.682711_pilon sw=shovill-spades/1.0.4 date=20190104	54994..56714	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN11849391	parasanguinis_D	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849391.contig00004 len=134568 cov=50.1 corr=0 origname=NODE_4_length_134568_cov_50.059829_pilon sw=shovill-spades/1.1.0 date=20230706	83838..85301	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849391	parasanguinis_D	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN11849391.contig00004 len=134568 cov=50.1 corr=0 origname=NODE_4_length_134568_cov_50.059829_pilon sw=shovill-spades/1.1.0 date=20230706	82501..83718	Erythromycin, Azithromycin	U83667
SAMN11849391	parasanguinis_D	tetA(46)	95.25	1725/1725	100.0	1..1725	SAMN11849391.contig00002 len=173998 cov=52.6 corr=1 origname=NODE_2_length_173998_cov_52.596321_pilon sw=shovill-spades/1.1.0 date=20230706	108879..110603	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN11849391	parasanguinis_D	tetB(46)	91.87	1722/1737	99.02130109383995	1..1721	SAMN11849391.contig00002 len=173998 cov=52.6 corr=1 origname=NODE_2_length_173998_cov_52.596321_pilon sw=shovill-spades/1.1.0 date=20230706	110605..112325	Doxycycline, Tetracycline, Tigecycline	HQ652506
