Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMEA114539254	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMEA114539254.contig00001 len=681025 cov=33.6 corr=0 origname=NODE_1_length_681025_cov_33.586030_pilon sw=shovill-spades/1.1.0 date=20240806	34085..34822	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA114539254	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMEA114539254.contig00001 len=681025 cov=33.6 corr=0 origname=NODE_1_length_681025_cov_33.586030_pilon sw=shovill-spades/1.1.0 date=20240806	34085..34822	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA114539261	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMEA114539261.contig00004 len=180097 cov=29.5 corr=0 origname=NODE_4_length_180097_cov_29.512601_pilon sw=shovill-spades/1.1.0 date=20240806	114826..115563	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMEA114539261	salivarius	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA114539261.contig00004 len=180097 cov=29.5 corr=0 origname=NODE_4_length_180097_cov_29.512601_pilon sw=shovill-spades/1.1.0 date=20240806	111800..113719	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA115092700	salivarius	msr(D)	99.93	1464/1464	100.0	1..1464	SAMEA115092700.contig00007 len=133789 cov=29.2 corr=0 origname=NODE_7_length_133789_cov_29.232940_pilon sw=shovill-spades/1.1.0 date=20240629	9841..11304	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA115092700	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA115092700.contig00007 len=133789 cov=29.2 corr=0 origname=NODE_7_length_133789_cov_29.232940_pilon sw=shovill-spades/1.1.0 date=20240629	11424..12641	Erythromycin, Azithromycin	U83667
SAMEA115106832	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMEA115106832.contig00005 len=178855 cov=10.0 corr=0 origname=NODE_5_length_178855_cov_9.952838_pilon sw=shovill-spades/1.1.0 date=20240704	144869..145606	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMEA115106832	salivarius	tet(M)	100.00	1920/1920	100.0	1..1920	SAMEA115106832.contig00005 len=178855 cov=10.0 corr=0 origname=NODE_5_length_178855_cov_9.952838_pilon sw=shovill-spades/1.1.0 date=20240704	141843..143762	Doxycycline, Tetracycline, Minocycline	X04388
SAMEA115875241	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA115875241.contig00011 len=65856 cov=18.4 corr=0 origname=NODE_11_length_65856_cov_18.383877_pilon sw=shovill-spades/1.1.0 date=20240914	28478..29941	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA115875241	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA115875241.contig00011 len=65856 cov=18.4 corr=0 origname=NODE_11_length_65856_cov_18.383877_pilon sw=shovill-spades/1.1.0 date=20240914	27141..28358	Erythromycin, Azithromycin	U83667
SAMEA3712933	salivarius	tet(M)	99.90	1920/1920	100.0	1..1920	SAMEA3712933.contig00001 len=201621 cov=31.0 corr=0 origname=NODE_1_length_201621_cov_31.025980_pilon sw=shovill-spades/1.0.4 date=20190217	118579..120498	Doxycycline, Tetracycline, Minocycline	X75073
SAMEA4555980	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA4555980.contig00010 len=79891 cov=33.0 corr=0 origname=NODE_10_length_79891_cov_33.023029_pilon sw=shovill-spades/1.0.4 date=20190218	31390..32853	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA4555980	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA4555980.contig00010 len=79891 cov=33.0 corr=0 origname=NODE_10_length_79891_cov_33.023029_pilon sw=shovill-spades/1.0.4 date=20190218	32973..34190	Erythromycin, Azithromycin	U83667
SAMEA4556013	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA4556013.contig00020 len=39094 cov=28.5 corr=0 origname=NODE_20_length_39094_cov_28.468461_pilon sw=shovill-spades/1.0.4 date=20190220	9808..11271	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA4556013	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA4556013.contig00020 len=39094 cov=28.5 corr=0 origname=NODE_20_length_39094_cov_28.468461_pilon sw=shovill-spades/1.0.4 date=20190220	11391..12608	Erythromycin, Azithromycin	U83667
SAMEA4655553	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMEA4655553.contig00020 len=29991 cov=31.9 corr=0 origname=NODE_20_length_29991_cov_31.944846_pilon sw=shovill-spades/1.1.0 date=20230705	12742..13479	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMEA4655553	salivarius	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA4655553.contig00020 len=29991 cov=31.9 corr=0 origname=NODE_20_length_29991_cov_31.944846_pilon sw=shovill-spades/1.1.0 date=20230705	9716..11635	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA5390805	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA5390805.contig00006 len=121158 cov=35.9 corr=0 origname=NODE_6_length_121158_cov_35.918271_pilon sw=shovill-spades/1.1.0 date=20230706	65624..67087	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA5390805	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA5390805.contig00006 len=121158 cov=35.9 corr=0 origname=NODE_6_length_121158_cov_35.918271_pilon sw=shovill-spades/1.1.0 date=20230706	64287..65504	Erythromycin, Azithromycin	U83667
SAMEA5390816	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA5390816.contig00006 len=121224 cov=35.3 corr=0 origname=NODE_6_length_121224_cov_35.266999_pilon sw=shovill-spades/1.1.0 date=20230704	65624..67087	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA5390816	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA5390816.contig00006 len=121224 cov=35.3 corr=0 origname=NODE_6_length_121224_cov_35.266999_pilon sw=shovill-spades/1.1.0 date=20230704	64287..65504	Erythromycin, Azithromycin	U83667
SAMEA5390820	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA5390820.contig00006 len=121158 cov=36.4 corr=0 origname=NODE_6_length_121158_cov_36.427057_pilon sw=shovill-spades/1.1.0 date=20230705	54072..55535	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA5390820	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA5390820.contig00006 len=121158 cov=36.4 corr=0 origname=NODE_6_length_121158_cov_36.427057_pilon sw=shovill-spades/1.1.0 date=20230705	55655..56872	Erythromycin, Azithromycin	U83667
SAMEA5390865	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA5390865.contig00001 len=598282 cov=28.7 corr=0 origname=NODE_1_length_598282_cov_28.674718_pilon sw=shovill-spades/1.1.0 date=20230705	428636..430099	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA5390865	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA5390865.contig00001 len=598282 cov=28.7 corr=0 origname=NODE_1_length_598282_cov_28.674718_pilon sw=shovill-spades/1.1.0 date=20230705	430219..431436	Erythromycin, Azithromycin	U83667
SAMEA5390865	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMEA5390865.contig00001 len=598282 cov=28.7 corr=0 origname=NODE_1_length_598282_cov_28.674718_pilon sw=shovill-spades/1.1.0 date=20230705	45225..47143	Doxycycline, Tetracycline, Minocycline	JN846696
SAMEA5390868	salivarius	tet(M)	99.84	1920/1920	100.0	1..1920	SAMEA5390868.contig00013 len=37713 cov=36.9 corr=0 origname=NODE_13_length_37713_cov_36.857694_pilon sw=shovill-spades/1.1.0 date=20230705	9721..11640	Doxycycline, Tetracycline, Minocycline	X04388
SAMEA5390882	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMEA5390882.contig00002 len=249168 cov=31.7 corr=0 origname=NODE_2_length_249168_cov_31.650819_pilon sw=shovill-spades/1.1.0 date=20230704	82690..84608	Doxycycline, Tetracycline, Minocycline	JN846696
SAMEA5390886	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMEA5390886.contig00003 len=216122 cov=31.2 corr=0 origname=NODE_3_length_216122_cov_31.209276_pilon sw=shovill-spades/1.1.0 date=20230704	49644..51562	Doxycycline, Tetracycline, Minocycline	JN846696
SAMEA5390888	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA5390888.contig00001 len=366560 cov=37.1 corr=0 origname=NODE_1_length_366560_cov_37.143796_pilon sw=shovill-spades/1.1.0 date=20230705	304815..306278	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA5390888	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMEA5390888.contig00001 len=366560 cov=37.1 corr=0 origname=NODE_1_length_366560_cov_37.143796_pilon sw=shovill-spades/1.1.0 date=20230705	303478..304695	Erythromycin, Azithromycin	U83667
SAMEA5390888	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMEA5390888.contig00007 len=128349 cov=33.0 corr=0 origname=NODE_7_length_128349_cov_32.996062_pilon sw=shovill-spades/1.1.0 date=20230705	15398..16135	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA5390888	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMEA5390888.contig00007 len=128349 cov=33.0 corr=0 origname=NODE_7_length_128349_cov_32.996062_pilon sw=shovill-spades/1.1.0 date=20230705	15398..16135	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA5390888	salivarius	tet(M)	99.53	1920/1920	100.0	1..1920	SAMEA5390888.contig00007 len=128349 cov=33.0 corr=0 origname=NODE_7_length_128349_cov_32.996062_pilon sw=shovill-spades/1.1.0 date=20230705	17242..19161	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA5390891	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMEA5390891.contig00002 len=237245 cov=32.4 corr=0 origname=NODE_2_length_237245_cov_32.399993_pilon sw=shovill-spades/1.1.0 date=20230704	70767..72685	Doxycycline, Tetracycline, Minocycline	JN846696
SAMEA5390894	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMEA5390894.contig00002 len=288274 cov=33.1 corr=0 origname=NODE_2_length_288274_cov_33.112162_pilon sw=shovill-spades/1.1.0 date=20230704	121796..123714	Doxycycline, Tetracycline, Minocycline	JN846696
SAMEA5390899	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMEA5390899.contig00002 len=249984 cov=30.4 corr=0 origname=NODE_2_length_249984_cov_30.370660_pilon sw=shovill-spades/1.1.0 date=20230704	83506..85424	Doxycycline, Tetracycline, Minocycline	JN846696
SAMEA5390906	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMEA5390906.contig00003 len=216122 cov=30.8 corr=0 origname=NODE_3_length_216122_cov_30.757063_pilon sw=shovill-spades/1.1.0 date=20230705	49644..51562	Doxycycline, Tetracycline, Minocycline	JN846696
SAMEA5390909	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMEA5390909.contig00003 len=216122 cov=31.3 corr=0 origname=NODE_3_length_216122_cov_31.311424_pilon sw=shovill-spades/1.1.0 date=20230705	164561..166479	Doxycycline, Tetracycline, Minocycline	JN846696
SAMEA5390915	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMEA5390915.contig00002 len=247472 cov=29.4 corr=0 origname=NODE_2_length_247472_cov_29.407930_pilon sw=shovill-spades/1.1.0 date=20230706	80994..82912	Doxycycline, Tetracycline, Minocycline	JN846696
SAMEA6516818	salivarius	tet(M)	99.90	1920/1920	100.0	1..1920	SAMEA6516818.contig00007 len=106176 cov=30.4 corr=0 origname=NODE_7_length_106176_cov_30.432914_pilon sw=shovill-spades/1.1.0 date=20230705	85812..87731	Doxycycline, Tetracycline, Minocycline	X75073
SAMEA6647150	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA6647150.contig00003 len=210942 cov=43.2 corr=0 origname=NODE_3_length_210942_cov_43.219936_pilon sw=shovill-spades/1.1.0 date=20230707	108209..109672	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA6647150	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA6647150.contig00003 len=210942 cov=43.2 corr=0 origname=NODE_3_length_210942_cov_43.219936_pilon sw=shovill-spades/1.1.0 date=20230707	109792..111009	Erythromycin, Azithromycin	U83667
SAMEA6647151	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA6647151.contig00006 len=134526 cov=35.0 corr=0 origname=NODE_6_length_134526_cov_35.012346_pilon sw=shovill-spades/1.1.0 date=20230706	123269..124732	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA6647151	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA6647151.contig00006 len=134526 cov=35.0 corr=0 origname=NODE_6_length_134526_cov_35.012346_pilon sw=shovill-spades/1.1.0 date=20230706	121932..123149	Erythromycin, Azithromycin	U83667
SAMEA6647157	salivarius	msr(D)	95.63	1464/1464	100.0	1..1464	SAMEA6647157.contig00001 len=406548 cov=55.6 corr=0 origname=NODE_1_length_406548_cov_55.630438_pilon sw=shovill-spades/1.1.0 date=20230704	64238..65701	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA6647157	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA6647157.contig00001 len=406548 cov=55.6 corr=0 origname=NODE_1_length_406548_cov_55.630438_pilon sw=shovill-spades/1.1.0 date=20230704	62901..64118	Erythromycin, Azithromycin	U83667
SAMEA6647157	salivarius	catQ	96.21	660/660	100.0	1..660	SAMEA6647157.contig00001 len=406548 cov=55.6 corr=0 origname=NODE_1_length_406548_cov_55.630438_pilon sw=shovill-spades/1.1.0 date=20230704	67796..68455	Chloramphenicol	M55620
SAMEA6647159	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMEA6647159.contig00010 len=71813 cov=73.0 corr=0 origname=NODE_10_length_71813_cov_73.010356_pilon sw=shovill-spades/1.1.0 date=20230704	48693..49430	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMEA6647159	salivarius	tet(M)	98.44	1920/1920	100.0	1..1920	SAMEA6647159.contig00010 len=71813 cov=73.0 corr=0 origname=NODE_10_length_71813_cov_73.010356_pilon sw=shovill-spades/1.1.0 date=20230704	50537..52456	Doxycycline, Tetracycline, Minocycline	X04388
SAMEA6647160	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMEA6647160.contig00001 len=662878 cov=40.0 corr=0 origname=NODE_1_length_662878_cov_39.987355_pilon sw=shovill-spades/1.1.0 date=20230704	591138..591875	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA6647161	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMEA6647161.contig00008 len=92649 cov=45.7 corr=0 origname=NODE_8_length_92649_cov_45.702480_pilon sw=shovill-spades/1.1.0 date=20230704	52969..53706	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA6647161	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMEA6647161.contig00008 len=92649 cov=45.7 corr=0 origname=NODE_8_length_92649_cov_45.702480_pilon sw=shovill-spades/1.1.0 date=20230704	52969..53706	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA6647161	salivarius	tet(M)	99.38	1920/1920	99.63541666666667	1..1920	SAMEA6647161.contig00008 len=92649 cov=45.7 corr=0 origname=NODE_8_length_92649_cov_45.702480_pilon sw=shovill-spades/1.1.0 date=20230704	54813..56725	Doxycycline, Tetracycline, Minocycline	X75073
SAMEA6647163	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA6647163.contig00013 len=66128 cov=48.9 corr=0 origname=NODE_13_length_66128_cov_48.912339_pilon sw=shovill-spades/1.1.0 date=20230704	48915..50378	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA6647163	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA6647163.contig00013 len=66128 cov=48.9 corr=0 origname=NODE_13_length_66128_cov_48.912339_pilon sw=shovill-spades/1.1.0 date=20230704	47578..48795	Erythromycin, Azithromycin	U83667
SAMEA6647165	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA6647165.contig00005 len=116614 cov=44.4 corr=0 origname=NODE_5_length_116614_cov_44.387492_pilon sw=shovill-spades/1.1.0 date=20230705	101750..103213	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA6647165	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMEA6647165.contig00005 len=116614 cov=44.4 corr=0 origname=NODE_5_length_116614_cov_44.387492_pilon sw=shovill-spades/1.1.0 date=20230705	100413..101630	Erythromycin, Azithromycin	U83667
SAMEA6647165	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMEA6647165.contig00006 len=95518 cov=59.2 corr=0 origname=NODE_6_length_95518_cov_59.225561_pilon sw=shovill-spades/1.1.0 date=20230705	89146..91064	Doxycycline, Tetracycline, Minocycline	JN846696
SAMEA6647166	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA6647166.contig00006 len=126195 cov=36.5 corr=0 origname=NODE_6_length_126195_cov_36.492666_pilon sw=shovill-spades/1.1.0 date=20230704	1484..2947	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA6647166	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA6647166.contig00006 len=126195 cov=36.5 corr=0 origname=NODE_6_length_126195_cov_36.492666_pilon sw=shovill-spades/1.1.0 date=20230704	3067..4284	Erythromycin, Azithromycin	U83667
SAMEA6647168	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMEA6647168.contig00003 len=203210 cov=38.6 corr=0 origname=NODE_3_length_203210_cov_38.577982_pilon sw=shovill-spades/1.1.0 date=20230706	120422..121159	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMEA6647168	salivarius	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA6647168.contig00003 len=203210 cov=38.6 corr=0 origname=NODE_3_length_203210_cov_38.577982_pilon sw=shovill-spades/1.1.0 date=20230706	122269..124188	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA6647169	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA6647169.contig00001 len=351806 cov=51.3 corr=0 origname=NODE_1_length_351806_cov_51.291901_pilon sw=shovill-spades/1.1.0 date=20230706	104163..105626	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA6647169	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMEA6647169.contig00001 len=351806 cov=51.3 corr=0 origname=NODE_1_length_351806_cov_51.291901_pilon sw=shovill-spades/1.1.0 date=20230706	105746..106963	Erythromycin, Azithromycin	U83667
