Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMN04477535	parasanguinis_I	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN04477535.contig00001 len=352271 cov=35.7 corr=0 origname=NODE_1_length_352271_cov_35.694617_pilon sw=shovill-spades/1.0.4 date=20190103	24664..26127	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04477535	parasanguinis_I	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN04477535.contig00001 len=352271 cov=35.7 corr=0 origname=NODE_1_length_352271_cov_35.694617_pilon sw=shovill-spades/1.0.4 date=20190103	26247..27464	Erythromycin, Azithromycin	U83667
SAMN04477535	parasanguinis_I	tetA(46)	94.38	1725/1725	100.0	1..1725	SAMN04477535.contig00005 len=123375 cov=36.0 corr=0 origname=NODE_5_length_123375_cov_36.026316_pilon sw=shovill-spades/1.0.4 date=20190103	53261..54985	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN04477535	parasanguinis_I	tetB(46)	91.07	1725/1737	98.84858952216466	1..1721	SAMN04477535.contig00005 len=123375 cov=36.0 corr=0 origname=NODE_5_length_123375_cov_36.026316_pilon sw=shovill-spades/1.0.4 date=20190103	51539..53259	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN04477535	parasanguinis_I	tet(O)	100.00	1920/1920	100.0	1..1920	SAMN04477535.contig00006 len=120164 cov=35.5 corr=0 origname=NODE_6_length_120164_cov_35.466515_pilon sw=shovill-spades/1.0.4 date=20190103	107225..109144	Doxycycline, Tetracycline, Minocycline	Y07780
SAMN04498651	parasanguinis_I	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN04498651.contig00037 len=16066 cov=31.7 corr=0 origname=NODE_37_length_16066_cov_31.672167_pilon sw=shovill-spades/1.0.4 date=20190104	8254..9717	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04498651	parasanguinis_I	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN04498651.contig00037 len=16066 cov=31.7 corr=0 origname=NODE_37_length_16066_cov_31.672167_pilon sw=shovill-spades/1.0.4 date=20190104	6917..8134	Erythromycin, Azithromycin	U83667
SAMN04498651	parasanguinis_I	tetA(46)	94.61	1725/1725	100.0	1..1725	SAMN04498651.contig00011 len=83627 cov=35.8 corr=0 origname=NODE_11_length_83627_cov_35.787003_pilon sw=shovill-spades/1.0.4 date=20190104	28671..30395	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN04498651	parasanguinis_I	tetB(46)	92.46	1711/1737	98.38802533103052	1..1710	SAMN04498651.contig00011 len=83627 cov=35.8 corr=0 origname=NODE_11_length_83627_cov_35.787003_pilon sw=shovill-spades/1.0.4 date=20190104	30397..32106	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN26876551	parasanguinis_I	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN26876551.contig00015 len=54391 cov=25.3 corr=0 origname=NODE_15_length_54391_cov_25.270557_pilon sw=shovill-spades/1.1.0 date=20230701	32962..34425	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876551	parasanguinis_I	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN26876551.contig00015 len=54391 cov=25.3 corr=0 origname=NODE_15_length_54391_cov_25.270557_pilon sw=shovill-spades/1.1.0 date=20230701	31625..32842	Erythromycin, Azithromycin	U83667
SAMN26876551	parasanguinis_I	tet(O)	100.00	1920/1920	100.0	1..1920	SAMN26876551.contig00002 len=194292 cov=29.5 corr=0 origname=NODE_2_length_194292_cov_29.486581_pilon sw=shovill-spades/1.1.0 date=20230701	11027..12946	Doxycycline, Tetracycline, Minocycline	Y07780
SAMN26876551	parasanguinis_I	tetA(46)	94.26	1725/1725	100.0	1..1725	SAMN26876551.contig00014 len=58576 cov=29.0 corr=0 origname=NODE_14_length_58576_cov_29.036295_pilon sw=shovill-spades/1.1.0 date=20230701	26909..28633	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN26876551	parasanguinis_I	tetB(46)	92.68	1722/1737	99.02130109383995	1..1721	SAMN26876551.contig00014 len=58576 cov=29.0 corr=0 origname=NODE_14_length_58576_cov_29.036295_pilon sw=shovill-spades/1.1.0 date=20230701	25187..26907	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN26876576	parasanguinis_I	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN26876576.contig00002 len=303143 cov=34.4 corr=0 origname=NODE_2_length_303143_cov_34.448438_pilon sw=shovill-spades/1.1.0 date=20230626	141878..143341	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876576	parasanguinis_I	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN26876576.contig00002 len=303143 cov=34.4 corr=0 origname=NODE_2_length_303143_cov_34.448438_pilon sw=shovill-spades/1.1.0 date=20230626	143461..144678	Erythromycin, Azithromycin	U83667
SAMN26876576	parasanguinis_I	lsa(C)	99.86	1479/1479	100.0	1..1479	SAMN26876576.contig00003 len=221378 cov=47.2 corr=0 origname=NODE_3_length_221378_cov_47.167110_pilon sw=shovill-spades/1.1.0 date=20230626	94606..96084	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN26876576	parasanguinis_I	tet(O)	99.95	1920/1920	100.0	1..1920	SAMN26876576.contig00001 len=317520 cov=37.0 corr=0 origname=NODE_1_length_317520_cov_36.951693_pilon sw=shovill-spades/1.1.0 date=20230626	15023..16942	Doxycycline, Tetracycline, Minocycline	Y07780
SAMN26876576	parasanguinis_I	tetA(46)	94.55	1725/1725	100.0	1..1725	SAMN26876576.contig00006 len=143791 cov=41.5 corr=0 origname=NODE_6_length_143791_cov_41.505053_pilon sw=shovill-spades/1.1.0 date=20230626	118416..120140	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN26876576	parasanguinis_I	tetB(46)	92.97	1722/1737	99.02130109383995	1..1721	SAMN26876576.contig00006 len=143791 cov=41.5 corr=0 origname=NODE_6_length_143791_cov_41.505053_pilon sw=shovill-spades/1.1.0 date=20230626	120142..121862	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41328233	parasanguinis_I	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41328233.contig00001 len=751459 cov=35.4 corr=0 origname=NODE_1_length_751459_cov_35.375739_pilon sw=shovill-spades/1.1.0 date=20240725	595109..596572	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41328233	parasanguinis_I	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41328233.contig00001 len=751459 cov=35.4 corr=0 origname=NODE_1_length_751459_cov_35.375739_pilon sw=shovill-spades/1.1.0 date=20240725	596692..597909	Erythromycin, Azithromycin	U83667
SAMN41328233	parasanguinis_I	tet(O)	99.95	1920/1920	100.0	1..1920	SAMN41328233.contig00001 len=751459 cov=35.4 corr=0 origname=NODE_1_length_751459_cov_35.375739_pilon sw=shovill-spades/1.1.0 date=20240725	431420..433339	Doxycycline, Tetracycline, Minocycline	Y07780
SAMN41328233	parasanguinis_I	tetA(46)	94.38	1725/1725	100.0	1..1725	SAMN41328233.contig00001 len=751459 cov=35.4 corr=0 origname=NODE_1_length_751459_cov_35.375739_pilon sw=shovill-spades/1.1.0 date=20240725	106212..107936	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41328233	parasanguinis_I	tetB(46)	93.33	1723/1737	98.96373056994818	1..1721	SAMN41328233.contig00001 len=751459 cov=35.4 corr=0 origname=NODE_1_length_751459_cov_35.375739_pilon sw=shovill-spades/1.1.0 date=20240725	107938..109658	Doxycycline, Tetracycline, Tigecycline	HQ652506
