Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMEA112824124	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA112824124.contig00001 len=1042689 cov=34.6 corr=0 origname=NODE_1_length_1042689_cov_34.597313_pilon sw=shovill-spades/1.1.0 date=20230623	170542..171279	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA112824124	oralis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA112824124.contig00001 len=1042689 cov=34.6 corr=0 origname=NODE_1_length_1042689_cov_34.597313_pilon sw=shovill-spades/1.1.0 date=20230623	167516..169435	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA112824125	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA112824125.contig00001 len=1042823 cov=35.2 corr=0 origname=NODE_1_length_1042823_cov_35.237024_pilon sw=shovill-spades/1.1.0 date=20230624	170364..171101	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA112824125	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA112824125.contig00001 len=1042823 cov=35.2 corr=0 origname=NODE_1_length_1042823_cov_35.237024_pilon sw=shovill-spades/1.1.0 date=20230624	170364..171101	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA112824125	oralis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA112824125.contig00001 len=1042823 cov=35.2 corr=0 origname=NODE_1_length_1042823_cov_35.237024_pilon sw=shovill-spades/1.1.0 date=20230624	167338..169257	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA112824189	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA112824189.contig00002 len=588350 cov=33.8 corr=0 origname=NODE_2_length_588350_cov_33.773244_pilon sw=shovill-spades/1.1.0 date=20230624	327993..329456	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA112824189	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA112824189.contig00002 len=588350 cov=33.8 corr=0 origname=NODE_2_length_588350_cov_33.773244_pilon sw=shovill-spades/1.1.0 date=20230624	329576..330793	Erythromycin, Azithromycin	U83667
SAMEA112824189	oralis	tet(M)	99.74	1920/1920	100.0	1..1920	SAMEA112824189.contig00003 len=285903 cov=37.4 corr=0 origname=NODE_3_length_285903_cov_37.414399_pilon sw=shovill-spades/1.1.0 date=20230624	111694..113613	Doxycycline, Tetracycline, Minocycline	FR671418
SAMEA114408483	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA114408483.contig00001 len=773572 cov=28.3 corr=0 origname=NODE_1_length_773572_cov_28.349762_pilon sw=shovill-spades/1.1.0 date=20240630	457165..458628	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA114408483	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA114408483.contig00001 len=773572 cov=28.3 corr=0 origname=NODE_1_length_773572_cov_28.349762_pilon sw=shovill-spades/1.1.0 date=20240630	455828..457045	Erythromycin, Azithromycin	U83667
SAMEA114538883	oralis	erm(B)	100.00	738/738	100.0	1..738	SAMEA114538883.contig00002 len=494781 cov=48.5 corr=0 origname=NODE_2_length_494781_cov_48.484442_pilon sw=shovill-spades/1.1.0 date=20240805	309958..310695	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA114538883	oralis	tet(M)	99.79	1920/1920	100.0	1..1920	SAMEA114538883.contig00002 len=494781 cov=48.5 corr=0 origname=NODE_2_length_494781_cov_48.484442_pilon sw=shovill-spades/1.1.0 date=20240805	298121..300040	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA115092688	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA115092688.contig00001 len=1101549 cov=32.5 corr=0 origname=NODE_1_length_1101549_cov_32.455255_pilon sw=shovill-spades/1.1.0 date=20240629	647710..649173	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA115092688	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA115092688.contig00001 len=1101549 cov=32.5 corr=0 origname=NODE_1_length_1101549_cov_32.455255_pilon sw=shovill-spades/1.1.0 date=20240629	649293..650510	Erythromycin, Azithromycin	U83667
SAMEA115106833	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA115106833.contig00002 len=264569 cov=33.4 corr=0 origname=NODE_2_length_264569_cov_33.352275_pilon sw=shovill-spades/1.1.0 date=20240704	93469..94206	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA115106833	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA115106833.contig00002 len=264569 cov=33.4 corr=0 origname=NODE_2_length_264569_cov_33.352275_pilon sw=shovill-spades/1.1.0 date=20240704	93469..94206	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA115106833	oralis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA115106833.contig00002 len=264569 cov=33.4 corr=0 origname=NODE_2_length_264569_cov_33.352275_pilon sw=shovill-spades/1.1.0 date=20240704	95313..97232	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA115106835	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA115106835.contig00001 len=1042252 cov=5.7 corr=32 origname=NODE_1_length_1042252_cov_5.692922_pilon sw=shovill-spades/1.1.0 date=20240704	871316..872053	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA115106835	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA115106835.contig00001 len=1042252 cov=5.7 corr=32 origname=NODE_1_length_1042252_cov_5.692922_pilon sw=shovill-spades/1.1.0 date=20240704	871316..872053	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA115106835	oralis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA115106835.contig00001 len=1042252 cov=5.7 corr=32 origname=NODE_1_length_1042252_cov_5.692922_pilon sw=shovill-spades/1.1.0 date=20240704	873160..875079	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA115377353	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA115377353.contig00001 len=1296161 cov=27.5 corr=0 origname=NODE_1_length_1296161_cov_27.455230_pilon sw=shovill-spades/1.1.0 date=20240707	955958..957421	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA115377353	oralis	mef(A)	99.92	1218/1218	100.0	1..1218	SAMEA115377353.contig00001 len=1296161 cov=27.5 corr=0 origname=NODE_1_length_1296161_cov_27.455230_pilon sw=shovill-spades/1.1.0 date=20240707	954621..955838	Erythromycin, Azithromycin	U83667
SAMEA115606320	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA115606320.contig00001 len=691051 cov=33.4 corr=0 origname=NODE_1_length_691051_cov_33.438634_pilon sw=shovill-spades/1.1.0 date=20240803	379015..380478	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA115606320	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA115606320.contig00001 len=691051 cov=33.4 corr=0 origname=NODE_1_length_691051_cov_33.438634_pilon sw=shovill-spades/1.1.0 date=20240803	377678..378895	Erythromycin, Azithromycin	U83667
SAMEA115606959	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA115606959.contig00001 len=1042661 cov=36.3 corr=0 origname=NODE_1_length_1042661_cov_36.312457_pilon sw=shovill-spades/1.1.0 date=20240804	170364..171101	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA115606959	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA115606959.contig00001 len=1042661 cov=36.3 corr=0 origname=NODE_1_length_1042661_cov_36.312457_pilon sw=shovill-spades/1.1.0 date=20240804	170364..171101	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA115606959	oralis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA115606959.contig00001 len=1042661 cov=36.3 corr=0 origname=NODE_1_length_1042661_cov_36.312457_pilon sw=shovill-spades/1.1.0 date=20240804	167338..169257	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA115606960	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA115606960.contig00001 len=1042251 cov=36.8 corr=0 origname=NODE_1_length_1042251_cov_36.766025_pilon sw=shovill-spades/1.1.0 date=20240804	170364..171101	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA115606960	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA115606960.contig00001 len=1042251 cov=36.8 corr=0 origname=NODE_1_length_1042251_cov_36.766025_pilon sw=shovill-spades/1.1.0 date=20240804	170364..171101	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA115606960	oralis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA115606960.contig00001 len=1042251 cov=36.8 corr=0 origname=NODE_1_length_1042251_cov_36.766025_pilon sw=shovill-spades/1.1.0 date=20240804	167338..169257	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA116302120	oralis	ant(6)-Ia	100.00	909/909	100.0	1..909	SAMEA116302120.contig00001 len=1543687 cov=36.7 corr=0 origname=NODE_1_length_1543687_cov_36.747025_pilon sw=shovill-spades/1.1.0 date=20241219	385521..386429	Streptomycin	AF330699
SAMEA116302120	oralis	aph(3')-III	100.00	795/795	100.0	1..795	SAMEA116302120.contig00001 len=1543687 cov=36.7 corr=0 origname=NODE_1_length_1543687_cov_36.747025_pilon sw=shovill-spades/1.1.0 date=20241219	387061..387855	Kanamycin, Amikacin, Neomycin, Butirosin, Isepamicin, Lividomycin, Paromomycin, Ribostamycin	M26832
SAMEA116302120	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA116302120.contig00001 len=1543687 cov=36.7 corr=0 origname=NODE_1_length_1543687_cov_36.747025_pilon sw=shovill-spades/1.1.0 date=20241219	409646..411109	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA116302120	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA116302120.contig00001 len=1543687 cov=36.7 corr=0 origname=NODE_1_length_1543687_cov_36.747025_pilon sw=shovill-spades/1.1.0 date=20241219	408309..409526	Erythromycin, Azithromycin	U83667
SAMEA116302120	oralis	erm(B)	100.00	738/738	100.0	1..738	SAMEA116302120.contig00001 len=1543687 cov=36.7 corr=0 origname=NODE_1_length_1543687_cov_36.747025_pilon sw=shovill-spades/1.1.0 date=20241219	384063..384800	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF299292
SAMEA116302120	oralis	tet(M)	99.74	1920/1920	100.0	1..1920	SAMEA116302120.contig00001 len=1543687 cov=36.7 corr=0 origname=NODE_1_length_1543687_cov_36.747025_pilon sw=shovill-spades/1.1.0 date=20241219	119419..121338	Doxycycline, Tetracycline, Minocycline	FR671418
SAMEA117078771	oralis	erm(B)	100.00	738/738	100.0	1..738	SAMEA117078771.contig00002 len=454467 cov=50.7 corr=0 origname=NODE_2_length_454467_cov_50.706748_pilon sw=shovill-spades/1.1.0 date=20250207	246156..246893	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMEA117078771	oralis	tet(M)	98.54	1920/1920	100.0	1..1920	SAMEA117078771.contig00002 len=454467 cov=50.7 corr=0 origname=NODE_2_length_454467_cov_50.706748_pilon sw=shovill-spades/1.1.0 date=20250207	243129..245048	Doxycycline, Tetracycline, Minocycline	FN433596
SAMEA117117152	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA117117152.contig00001 len=691050 cov=37.1 corr=0 origname=NODE_1_length_691050_cov_37.092470_pilon sw=shovill-spades/1.1.0 date=20250203	310574..312037	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA117117152	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA117117152.contig00001 len=691050 cov=37.1 corr=0 origname=NODE_1_length_691050_cov_37.092470_pilon sw=shovill-spades/1.1.0 date=20250203	312157..313374	Erythromycin, Azithromycin	U83667
SAMEA117482015	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA117482015.contig00001 len=1042233 cov=36.3 corr=0 origname=NODE_1_length_1042233_cov_36.281672_pilon sw=shovill-spades/1.1.0 date=20250307	871133..871870	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA117482015	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA117482015.contig00001 len=1042233 cov=36.3 corr=0 origname=NODE_1_length_1042233_cov_36.281672_pilon sw=shovill-spades/1.1.0 date=20250307	871133..871870	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA117482015	oralis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA117482015.contig00001 len=1042233 cov=36.3 corr=0 origname=NODE_1_length_1042233_cov_36.281672_pilon sw=shovill-spades/1.1.0 date=20250307	872977..874896	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA117482018	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA117482018.contig00001 len=1042411 cov=34.8 corr=0 origname=NODE_1_length_1042411_cov_34.809945_pilon sw=shovill-spades/1.1.0 date=20250307	170542..171279	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA117482018	oralis	erm(B)	99.86	738/738	100.0	1..738	SAMEA117482018.contig00001 len=1042411 cov=34.8 corr=0 origname=NODE_1_length_1042411_cov_34.809945_pilon sw=shovill-spades/1.1.0 date=20250307	170542..171279	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMEA117482018	oralis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA117482018.contig00001 len=1042411 cov=34.8 corr=0 origname=NODE_1_length_1042411_cov_34.809945_pilon sw=shovill-spades/1.1.0 date=20250307	167516..169435	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA117482073	oralis	msr(D)	99.93	1464/1464	100.0	1..1464	SAMEA117482073.contig00001 len=1130319 cov=40.2 corr=0 origname=NODE_1_length_1130319_cov_40.152489_pilon sw=shovill-spades/1.1.0 date=20250307	608067..609530	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA117482073	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA117482073.contig00001 len=1130319 cov=40.2 corr=0 origname=NODE_1_length_1130319_cov_40.152489_pilon sw=shovill-spades/1.1.0 date=20250307	609650..610867	Erythromycin, Azithromycin	U83667
SAMEA117482073	oralis	tet(M)	99.84	1920/1920	100.0	1..1920	SAMEA117482073.contig00002 len=233025 cov=46.9 corr=0 origname=NODE_2_length_233025_cov_46.850872_pilon sw=shovill-spades/1.1.0 date=20250307	76524..78443	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA117482088	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA117482088.contig00001 len=588350 cov=30.9 corr=0 origname=NODE_1_length_588350_cov_30.943219_pilon sw=shovill-spades/1.1.0 date=20250307	327993..329456	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA117482088	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA117482088.contig00001 len=588350 cov=30.9 corr=0 origname=NODE_1_length_588350_cov_30.943219_pilon sw=shovill-spades/1.1.0 date=20250307	329576..330793	Erythromycin, Azithromycin	U83667
SAMEA117482088	oralis	tet(M)	99.74	1920/1920	100.0	1..1920	SAMEA117482088.contig00003 len=285015 cov=35.7 corr=0 origname=NODE_3_length_285015_cov_35.690225_pilon sw=shovill-spades/1.1.0 date=20250307	110806..112725	Doxycycline, Tetracycline, Minocycline	FR671418
SAMEA2446227	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA2446227.contig00003 len=367195 cov=30.6 corr=0 origname=NODE_3_length_367195_cov_30.568581_pilon sw=shovill-spades/1.0.4 date=20190117	318124..319587	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA2446227	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA2446227.contig00003 len=367195 cov=30.6 corr=0 origname=NODE_3_length_367195_cov_30.568581_pilon sw=shovill-spades/1.0.4 date=20190117	319707..320924	Erythromycin, Azithromycin	U83667
SAMEA2674808	oralis	tet(M)	99.74	1920/1920	100.0	1..1920	SAMEA2674808.contig00003 len=288167 cov=34.8 corr=0 origname=NODE_3_length_288167_cov_34.786317_pilon sw=shovill-spades/1.0.4 date=20190116	110246..112165	Doxycycline, Tetracycline, Minocycline	FR671418
SAMEA2674809	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA2674809.contig00006 len=125710 cov=29.3 corr=0 origname=NODE_6_length_125710_cov_29.332251_pilon sw=shovill-spades/1.0.4 date=20190116	81866..83329	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA2674809	oralis	mef(A)	99.92	1218/1218	100.0	1..1218	SAMEA2674809.contig00006 len=125710 cov=29.3 corr=0 origname=NODE_6_length_125710_cov_29.332251_pilon sw=shovill-spades/1.0.4 date=20190116	83449..84666	Erythromycin, Azithromycin	U83667
SAMEA3354231	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA3354231.contig00001 len=1254218 cov=38.6 corr=0 origname=NODE_1_length_1254218_cov_38.644776_pilon sw=shovill-spades/1.0.4 date=20190216	283161..284624	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA3354231	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA3354231.contig00001 len=1254218 cov=38.6 corr=0 origname=NODE_1_length_1254218_cov_38.644776_pilon sw=shovill-spades/1.0.4 date=20190216	284744..285961	Erythromycin, Azithromycin	U83667
SAMEA3354231	oralis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA3354231.contig00001 len=1254218 cov=38.6 corr=0 origname=NODE_1_length_1254218_cov_38.644776_pilon sw=shovill-spades/1.0.4 date=20190216	631913..633832	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA3882105	oralis	tet(M)	99.53	1920/1920	99.63541666666667	1..1920	SAMEA3882105.contig00001 len=775631 cov=33.7 corr=0 origname=NODE_1_length_775631_cov_33.658255_pilon sw=shovill-spades/1.0.4 date=20190218	670274..672186	Doxycycline, Tetracycline, Minocycline	X75073
