Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMN04480393	anginosus	tet(M)	99.95	1920/1920	100.0	1..1920	SAMN04480393.contig00005 len=113047 cov=29.6 corr=0 origname=NODE_5_length_113047_cov_29.646663_pilon sw=shovill-spades/1.0.4 date=20190103	21963..23882	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN04498581	anginosus	msr(D)	99.18	1464/1464	100.0	1..1464	SAMN04498581.contig00003 len=156821 cov=33.5 corr=0 origname=NODE_3_length_156821_cov_33.499183_pilon sw=shovill-spades/1.0.4 date=20190106	146412..147875	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04498581	anginosus	mef(A)	99.34	1218/1218	100.0	1..1218	SAMN04498581.contig00003 len=156821 cov=33.5 corr=0 origname=NODE_3_length_156821_cov_33.499183_pilon sw=shovill-spades/1.0.4 date=20190106	147995..149212	Erythromycin, Azithromycin	AF227520
SAMN04498581	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN04498581.contig00003 len=156821 cov=33.5 corr=0 origname=NODE_3_length_156821_cov_33.499183_pilon sw=shovill-spades/1.0.4 date=20190106	88449..89180	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN04498581	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN04498581.contig00003 len=156821 cov=33.5 corr=0 origname=NODE_3_length_156821_cov_33.499183_pilon sw=shovill-spades/1.0.4 date=20190106	40910..42829	Doxycycline, Tetracycline, Minocycline	X75073
SAMN04498604	anginosus	erm(A)	99.86	732/732	100.0	1..732	SAMN04498604.contig00012 len=64644 cov=33.1 corr=0 origname=NODE_12_length_64644_cov_33.104960_pilon sw=shovill-spades/1.0.4 date=20190102	9698..10429	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN04498604	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN04498604.contig00004 len=118661 cov=32.8 corr=0 origname=NODE_4_length_118661_cov_32.811314_pilon sw=shovill-spades/1.0.4 date=20190102	20793..22712	Doxycycline, Tetracycline, Minocycline	X75073
SAMN04498604	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN04498604.contig00012 len=64644 cov=33.1 corr=0 origname=NODE_12_length_64644_cov_33.104960_pilon sw=shovill-spades/1.0.4 date=20190102	39884..41803	Doxycycline, Tetracycline, Minocycline	M20925
SAMN04498621	anginosus	msr(D)	99.18	1464/1464	100.0	1..1464	SAMN04498621.contig00005 len=115449 cov=30.2 corr=0 origname=NODE_5_length_115449_cov_30.216949_pilon sw=shovill-spades/1.0.4 date=20190105	9013..10476	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04498621	anginosus	mef(A)	99.43	1218/1218	100.0	1..1218	SAMN04498621.contig00005 len=115449 cov=30.2 corr=0 origname=NODE_5_length_115449_cov_30.216949_pilon sw=shovill-spades/1.0.4 date=20190105	7676..8893	Erythromycin, Azithromycin	AF227520
SAMN04498621	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN04498621.contig00005 len=115449 cov=30.2 corr=0 origname=NODE_5_length_115449_cov_30.216949_pilon sw=shovill-spades/1.0.4 date=20190105	95002..96921	Doxycycline, Tetracycline, Minocycline	M20925
SAMN04498664	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN04498664.contig00009 len=68262 cov=25.7 corr=0 origname=NODE_9_length_68262_cov_25.679757_pilon sw=shovill-spades/1.0.4 date=20190103	8800..10263	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04498664	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN04498664.contig00009 len=68262 cov=25.7 corr=0 origname=NODE_9_length_68262_cov_25.679757_pilon sw=shovill-spades/1.0.4 date=20190103	7463..8680	Erythromycin, Azithromycin	U83667
SAMN04498855	anginosus	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN04498855.contig00002 len=337113 cov=32.2 corr=0 origname=NODE_2_length_337113_cov_32.200471_pilon sw=shovill-spades/1.0.4 date=20190106	194128..195591	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04498855	anginosus	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN04498855.contig00002 len=337113 cov=32.2 corr=0 origname=NODE_2_length_337113_cov_32.200471_pilon sw=shovill-spades/1.0.4 date=20190106	195711..196928	Erythromycin, Azithromycin	U83667
SAMN04498855	anginosus	tet(M)	99.79	1920/1920	100.0	1..1920	SAMN04498855.contig00001 len=430939 cov=35.3 corr=0 origname=NODE_1_length_430939_cov_35.306258_pilon sw=shovill-spades/1.0.4 date=20190106	348267..350186	Doxycycline, Tetracycline, Minocycline	X04388
SAMN12796999	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN12796999.contig00034 len=18888 cov=10.3 corr=0 origname=NODE_34_length_18888_cov_10.274346_pilon sw=shovill-spades/1.1.0 date=20230702	16915..17646	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN12797003	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN12797003.contig00001 len=221226 cov=20.8 corr=0 origname=NODE_1_length_221226_cov_20.784581_pilon sw=shovill-spades/1.1.0 date=20230719	104599..106518	Doxycycline, Tetracycline, Minocycline	X75073
SAMN12797004	anginosus	tet(O)	99.64	1920/1920	100.0	1..1920	SAMN12797004.contig00013 len=46013 cov=14.0 corr=0 origname=NODE_13_length_46013_cov_13.999564_pilon sw=shovill-spades/1.1.0 date=20230701	29593..31512	Doxycycline, Tetracycline, Minocycline	M20925
SAMN12797006	anginosus	erm(A)	99.86	732/732	100.0	1..732	SAMN12797006.contig00023 len=12373 cov=15.8 corr=0 origname=NODE_23_length_12373_cov_15.759758_pilon sw=shovill-spades/1.1.0 date=20230702	1885..2616	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN12797006	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN12797006.contig00001 len=218475 cov=20.6 corr=0 origname=NODE_1_length_218475_cov_20.563642_pilon sw=shovill-spades/1.1.0 date=20230702	100299..102218	Doxycycline, Tetracycline, Minocycline	X75073
SAMN12797006	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN12797006.contig00009 len=69727 cov=22.5 corr=0 origname=NODE_9_length_69727_cov_22.502342_pilon sw=shovill-spades/1.1.0 date=20230702	27594..29513	Doxycycline, Tetracycline, Minocycline	M20925
SAMN12797009	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN12797009.contig00019 len=21192 cov=15.8 corr=0 origname=NODE_19_length_21192_cov_15.828863_pilon sw=shovill-spades/1.1.0 date=20230701	15559..16290	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN12797009	anginosus	tet(M)	99.95	1920/1920	100.0	1..1920	SAMN12797009.contig00001 len=677593 cov=19.3 corr=0 origname=NODE_1_length_677593_cov_19.281405_pilon sw=shovill-spades/1.1.0 date=20230701	625999..627918	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN12797009	anginosus	tet(L)	99.93	1343/1377	97.53086419753086	35..1377	SAMN12797009.contig00001 len=677593 cov=19.3 corr=0 origname=NODE_1_length_677593_cov_19.281405_pilon sw=shovill-spades/1.1.0 date=20230701	624528..625870	Doxycycline, Tetracycline, Minocycline, Tigecycline, Doxycycline, Tetracycline	M29725
SAMN12797024	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN12797024.contig00001 len=163302 cov=24.9 corr=0 origname=NODE_1_length_163302_cov_24.918333_pilon sw=shovill-spades/1.1.0 date=20230719	118732..120651	Doxycycline, Tetracycline, Minocycline	X75073
SAMN12797024	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN12797024.contig00017 len=34798 cov=24.4 corr=0 origname=NODE_17_length_34798_cov_24.401979_pilon sw=shovill-spades/1.1.0 date=20230719	9549..11468	Doxycycline, Tetracycline, Minocycline	M20925
SAMN12797026	anginosus	erm(T)	100.00	735/735	100.0	1..735	SAMN12797026.contig00028 len=5094 cov=623.9 corr=0 origname=NODE_28_length_5094_cov_623.901349_pilon sw=shovill-spades/1.1.0 date=20230702	2071..2805	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AY894138
SAMN12797026	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN12797026.contig00009 len=89008 cov=27.4 corr=0 origname=NODE_9_length_89008_cov_27.417390_pilon sw=shovill-spades/1.1.0 date=20230702	45654..47573	Doxycycline, Tetracycline, Minocycline	M20925
SAMN12797027	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN12797027.contig00002 len=314443 cov=26.7 corr=0 origname=NODE_2_length_314443_cov_26.722489_pilon sw=shovill-spades/1.1.0 date=20230719	177017..178936	Doxycycline, Tetracycline, Minocycline	M20925
SAMN12797030	anginosus	msr(D)	99.93	1464/1464	100.0	1..1464	SAMN12797030.contig00022 len=36727 cov=18.3 corr=0 origname=NODE_22_length_36727_cov_18.281557_pilon sw=shovill-spades/1.1.0 date=20230701	31889..33352	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN12797030	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN12797030.contig00022 len=36727 cov=18.3 corr=0 origname=NODE_22_length_36727_cov_18.281557_pilon sw=shovill-spades/1.1.0 date=20230701	30552..31769	Erythromycin, Azithromycin	U83667
SAMN12797030	anginosus	tet(O)	99.53	1920/1920	100.0	1..1920	SAMN12797030.contig00013 len=58468 cov=21.4 corr=0 origname=NODE_13_length_58468_cov_21.381018_pilon sw=shovill-spades/1.1.0 date=20230701	45906..47825	Doxycycline, Tetracycline, Minocycline	M20925
SAMN12797032	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN12797032.contig00003 len=111298 cov=20.1 corr=0 origname=NODE_3_length_111298_cov_20.104479_pilon sw=shovill-spades/1.1.0 date=20230719	96197..98116	Doxycycline, Tetracycline, Minocycline	X75073
SAMN12797036	anginosus	erm(A)	100.00	570/732	77.8688524590164	1..570	SAMN12797036.contig00044 len=14090 cov=18.1 corr=0 origname=NODE_44_length_14090_cov_18.070758_pilon sw=shovill-spades/1.1.0 date=20230702	13521..14090	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN12797036	anginosus	tet(O)	99.06	1920/1920	100.0	1..1920	SAMN12797036.contig00007 len=83916 cov=19.2 corr=0 origname=NODE_7_length_83916_cov_19.231868_pilon sw=shovill-spades/1.1.0 date=20230702	26222..28141	Doxycycline, Tetracycline, Minocycline	Y07780
SAMN12797036	anginosus	tet(O)	99.06	1920/1920	100.0	1..1920	SAMN12797036.contig00007 len=83916 cov=19.2 corr=0 origname=NODE_7_length_83916_cov_19.231868_pilon sw=shovill-spades/1.1.0 date=20230702	26222..28141	Doxycycline, Tetracycline, Minocycline	M20925
SAMN12797039	anginosus	msr(D)	99.93	1464/1464	100.0	1..1464	SAMN12797039.contig00002 len=348067 cov=49.0 corr=0 origname=NODE_2_length_348067_cov_48.995801_pilon sw=shovill-spades/1.1.0 date=20230719	9480..10943	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
