Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMEA104151643	xiaochunlingii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA104151643.contig00001 len=1304493 cov=36.8 corr=3 origname=NODE_1_length_1304493_cov_36.795684_pilon sw=shovill-spades/1.0.4 date=20181222	622385..623848	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA104151643	xiaochunlingii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA104151643.contig00001 len=1304493 cov=36.8 corr=3 origname=NODE_1_length_1304493_cov_36.795684_pilon sw=shovill-spades/1.0.4 date=20181222	623968..625185	Erythromycin, Azithromycin	U83667
SAMEA104151643	xiaochunlingii	tet(M)	99.84	1920/1920	100.0	1..1920	SAMEA104151643.contig00001 len=1304493 cov=36.8 corr=3 origname=NODE_1_length_1304493_cov_36.795684_pilon sw=shovill-spades/1.0.4 date=20181222	1024635..1026554	Doxycycline, Tetracycline, Minocycline	X75073
SAMEA104151643	xiaochunlingii	tetA(46)	99.54	1725/1725	100.0	1..1725	SAMEA104151643.contig00001 len=1304493 cov=36.8 corr=3 origname=NODE_1_length_1304493_cov_36.795684_pilon sw=shovill-spades/1.0.4 date=20181222	904676..906400	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA104151643	xiaochunlingii	tetB(46)	94.89	1741/1737	99.76971790443294	1..1737	SAMEA104151643.contig00001 len=1304493 cov=36.8 corr=3 origname=NODE_1_length_1304493_cov_36.795684_pilon sw=shovill-spades/1.0.4 date=20181222	902938..904674	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA112653992	xiaochunlingii	tet(M)	99.90	1920/1920	100.0	1..1920	SAMEA112653992.contig00004 len=265891 cov=30.8 corr=0 origname=NODE_4_length_265891_cov_30.837715_pilon sw=shovill-spades/1.1.0 date=20230623	175624..177543	Doxycycline, Tetracycline, Minocycline	X75073
SAMEA114321099	xiaochunlingii	msr(D)	98.70	1464/1464	100.0	1..1464	SAMEA114321099.contig00003 len=415642 cov=33.2 corr=0 origname=NODE_3_length_415642_cov_33.150121_pilon sw=shovill-spades/1.1.0 date=20240709	301585..303048	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA114321099	xiaochunlingii	mef(A)	98.69	1218/1218	100.0	1..1218	SAMEA114321099.contig00003 len=415642 cov=33.2 corr=0 origname=NODE_3_length_415642_cov_33.150121_pilon sw=shovill-spades/1.1.0 date=20240709	300248..301465	Erythromycin, Azithromycin	AJ971089
SAMEA114321099	xiaochunlingii	erm(B)	100.00	738/738	100.0	1..738	SAMEA114321099.contig00003 len=415642 cov=33.2 corr=0 origname=NODE_3_length_415642_cov_33.150121_pilon sw=shovill-spades/1.1.0 date=20240709	358680..359417	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMEA114321099	xiaochunlingii	tet(M)	99.84	1920/1920	100.0	1..1920	SAMEA114321099.contig00003 len=415642 cov=33.2 corr=0 origname=NODE_3_length_415642_cov_33.150121_pilon sw=shovill-spades/1.1.0 date=20240709	346843..348762	Doxycycline, Tetracycline, Minocycline	X04388
SAMEA114321099	xiaochunlingii	tetA(46)	93.74	1725/1725	100.0	1..1725	SAMEA114321099.contig00003 len=415642 cov=33.2 corr=0 origname=NODE_3_length_415642_cov_33.150121_pilon sw=shovill-spades/1.1.0 date=20240709	6431..8155	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA114321099	xiaochunlingii	tetB(46)	89.84	1722/1737	99.02130109383995	1..1721	SAMEA114321099.contig00003 len=415642 cov=33.2 corr=0 origname=NODE_3_length_415642_cov_33.150121_pilon sw=shovill-spades/1.1.0 date=20240709	8157..9877	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA115092473	xiaochunlingii	erm(B)	100.00	738/738	100.0	1..738	SAMEA115092473.contig00001 len=842566 cov=39.8 corr=0 origname=NODE_1_length_842566_cov_39.793736_pilon sw=shovill-spades/1.1.0 date=20240709	488616..489353	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMEA115092473	xiaochunlingii	tet(M)	99.64	1920/1920	100.0	1..1920	SAMEA115092473.contig00001 len=842566 cov=39.8 corr=0 origname=NODE_1_length_842566_cov_39.793736_pilon sw=shovill-spades/1.1.0 date=20240709	485590..487509	Doxycycline, Tetracycline, Minocycline	X92947
SAMEA115106822	xiaochunlingii	tet(M)	99.90	1920/1920	100.0	1..1920	SAMEA115106822.contig00004 len=265794 cov=21.7 corr=0 origname=NODE_4_length_265794_cov_21.741926_pilon sw=shovill-spades/1.1.0 date=20240704	175656..177575	Doxycycline, Tetracycline, Minocycline	X75073
SAMEA115606954	xiaochunlingii	tet(M)	99.90	1920/1920	100.0	1..1920	SAMEA115606954.contig00001 len=612742 cov=37.9 corr=0 origname=NODE_1_length_612742_cov_37.909577_pilon sw=shovill-spades/1.1.0 date=20240804	435168..437087	Doxycycline, Tetracycline, Minocycline	X75073
SAMEA116302146	xiaochunlingii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA116302146.contig00002 len=518471 cov=40.1 corr=0 origname=NODE_2_length_518471_cov_40.085232_pilon sw=shovill-spades/1.1.0 date=20241219	489392..490855	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA116302146	xiaochunlingii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA116302146.contig00002 len=518471 cov=40.1 corr=0 origname=NODE_2_length_518471_cov_40.085232_pilon sw=shovill-spades/1.1.0 date=20241219	488055..489272	Erythromycin, Azithromycin	U83667
SAMEA3353968	xiaochunlingii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA3353968.contig00002 len=286036 cov=30.4 corr=0 origname=NODE_2_length_286036_cov_30.397899_pilon sw=shovill-spades/1.0.4 date=20190213	146295..147758	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA3353968	xiaochunlingii	mef(A)	99.92	1218/1218	100.0	1..1218	SAMEA3353968.contig00002 len=286036 cov=30.4 corr=0 origname=NODE_2_length_286036_cov_30.397899_pilon sw=shovill-spades/1.0.4 date=20190213	147878..149095	Erythromycin, Azithromycin	U83667
SAMEA3353968	xiaochunlingii	tetA(46)	95.25	1725/1725	100.0	1..1725	SAMEA3353968.contig00012 len=19213 cov=33.1 corr=0 origname=NODE_12_length_19213_cov_33.138810_pilon sw=shovill-spades/1.0.4 date=20190213	459..2183	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA3353968	xiaochunlingii	tetB(46)	92.23	1737/1737	100.0	1..1737	SAMEA3353968.contig00012 len=19213 cov=33.1 corr=0 origname=NODE_12_length_19213_cov_33.138810_pilon sw=shovill-spades/1.0.4 date=20190213	2185..3921	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA3882083	xiaochunlingii	msr(D)	99.93	1464/1464	100.0	1..1464	SAMEA3882083.contig00003 len=314240 cov=33.6 corr=1 origname=NODE_3_length_314240_cov_33.554614_pilon sw=shovill-spades/1.0.4 date=20190217	170483..171946	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA3882083	xiaochunlingii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA3882083.contig00003 len=314240 cov=33.6 corr=1 origname=NODE_3_length_314240_cov_33.554614_pilon sw=shovill-spades/1.0.4 date=20190217	172066..173283	Erythromycin, Azithromycin	U83667
SAMN03197128	xiaochunlingii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN03197128.contig00001 len=263351 cov=18.4 corr=0 origname=NODE_1_length_263351_cov_18.394280_pilon sw=shovill-spades/1.0.4 date=20190226	81698..83161	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN03197128	xiaochunlingii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN03197128.contig00001 len=263351 cov=18.4 corr=0 origname=NODE_1_length_263351_cov_18.394280_pilon sw=shovill-spades/1.0.4 date=20190226	80361..81578	Erythromycin, Azithromycin	U83667
SAMN03197590	xiaochunlingii	tet(M)	99.79	1920/1920	100.0	1..1920	SAMN03197590.contig00001 len=666577 cov=14.7 corr=0 origname=NODE_1_length_666577_cov_14.707565_pilon sw=shovill-spades/1.0.4 date=20190225	530915..532834	Doxycycline, Tetracycline, Minocycline	X04388
SAMN03197590	xiaochunlingii	tetA(46)	88.59	1726/1725	99.94202898550725	1..1725	SAMN03197590.contig00001 len=666577 cov=14.7 corr=0 origname=NODE_1_length_666577_cov_14.707565_pilon sw=shovill-spades/1.0.4 date=20190225	276456..278180	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN03197590	xiaochunlingii	tetB(46)	86.62	1742/1737	99.71214738054115	1..1737	SAMN03197590.contig00001 len=666577 cov=14.7 corr=0 origname=NODE_1_length_666577_cov_14.707565_pilon sw=shovill-spades/1.0.4 date=20190225	274718..276454	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN09631674	xiaochunlingii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631674.contig00009 len=72542 cov=23.6 corr=0 origname=NODE_9_length_72542_cov_23.582766_pilon sw=shovill-spades/1.1.0 date=20230708	54726..56189	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631674	xiaochunlingii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631674.contig00009 len=72542 cov=23.6 corr=0 origname=NODE_9_length_72542_cov_23.582766_pilon sw=shovill-spades/1.1.0 date=20230708	53389..54606	Erythromycin, Azithromycin	U83667
SAMN09631675	xiaochunlingii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631675.contig00011 len=54115 cov=20.0 corr=0 origname=NODE_11_length_54115_cov_20.011780_pilon sw=shovill-spades/1.1.0 date=20230707	15997..17460	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631675	xiaochunlingii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631675.contig00011 len=54115 cov=20.0 corr=0 origname=NODE_11_length_54115_cov_20.011780_pilon sw=shovill-spades/1.1.0 date=20230707	17580..18797	Erythromycin, Azithromycin	U83667
SAMN42334627	xiaochunlingii	lsa(C)	99.86	1479/1479	100.0	1..1479	SAMN42334627.contig00001 len=708182 cov=44.0 corr=0 origname=NODE_1_length_708182_cov_43.976138_pilon sw=shovill-spades/1.1.0 date=20240805	241659..243137	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN42334627	xiaochunlingii	tet(M)	99.64	1920/1920	100.0	1..1920	SAMN42334627.contig00001 len=708182 cov=44.0 corr=0 origname=NODE_1_length_708182_cov_43.976138_pilon sw=shovill-spades/1.1.0 date=20240805	226333..228252	Doxycycline, Tetracycline, Minocycline	FR671418
