Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMN09631709	gordonii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631709.contig00014 len=18550 cov=12.9 corr=0 origname=NODE_14_length_18550_cov_12.853770_pilon sw=shovill-spades/1.1.0 date=20230720	5781..7244	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631709	gordonii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631709.contig00014 len=18550 cov=12.9 corr=0 origname=NODE_14_length_18550_cov_12.853770_pilon sw=shovill-spades/1.1.0 date=20230720	7364..8581	Erythromycin, Azithromycin	U83667
SAMN09631713	gordonii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631713.contig00001 len=499610 cov=28.7 corr=0 origname=NODE_1_length_499610_cov_28.731572_pilon sw=shovill-spades/1.1.0 date=20230720	73956..75419	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631713	gordonii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631713.contig00001 len=499610 cov=28.7 corr=0 origname=NODE_1_length_499610_cov_28.731572_pilon sw=shovill-spades/1.1.0 date=20230720	75539..76756	Erythromycin, Azithromycin	U83667
SAMN09631714	gordonii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631714.contig00009 len=106686 cov=26.5 corr=0 origname=NODE_9_length_106686_cov_26.509624_pilon sw=shovill-spades/1.1.0 date=20230720	3041..4504	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631714	gordonii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631714.contig00009 len=106686 cov=26.5 corr=0 origname=NODE_9_length_106686_cov_26.509624_pilon sw=shovill-spades/1.1.0 date=20230720	1704..2921	Erythromycin, Azithromycin	U83667
SAMN20399913	gordonii	cat(pC194)	100.00	651/651	100.0	1..651	SAMN20399913.contig00009 len=6762 cov=36.3 corr=0 origname=NODE_9_length_6762_cov_36.304465_pilon sw=shovill-spades/1.1.0 date=20230628	3995..4645	Chloramphenicol	NC_002013
SAMN20399913	gordonii	tet(M)	99.43	1920/1920	100.0	1..1920	SAMN20399913.contig00001 len=611680 cov=41.7 corr=0 origname=NODE_1_length_611680_cov_41.738378_pilon sw=shovill-spades/1.1.0 date=20230628	33415..35334	Doxycycline, Tetracycline, Minocycline	X90939
SAMN20399917	gordonii	erm(B)	100.00	738/738	100.0	1..738	SAMN20399917.contig00011 len=8125 cov=50.4 corr=0 origname=NODE_11_length_8125_cov_50.357964_pilon sw=shovill-spades/1.1.0 date=20230626	1493..2230	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN20399917	gordonii	tet(M)	100.00	1487/1920	77.44791666666667	1..1487	SAMN20399917.contig00019 len=2798 cov=59.1 corr=0 origname=NODE_19_length_2798_cov_59.107825_pilon sw=shovill-spades/1.1.0 date=20230626	1312..2798	Doxycycline, Tetracycline, Minocycline	FN433596
SAMN23168443	gordonii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN23168443.contig00003 len=350678 cov=25.5 corr=0 origname=NODE_3_length_350678_cov_25.535299_pilon sw=shovill-spades/1.1.0 date=20240710	61249..62712	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN23168443	gordonii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN23168443.contig00003 len=350678 cov=25.5 corr=0 origname=NODE_3_length_350678_cov_25.535299_pilon sw=shovill-spades/1.1.0 date=20240710	62832..64049	Erythromycin, Azithromycin	U83667
SAMN23168443	gordonii	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN23168443.contig00003 len=350678 cov=25.5 corr=0 origname=NODE_3_length_350678_cov_25.535299_pilon sw=shovill-spades/1.1.0 date=20240710	306678..308597	Doxycycline, Tetracycline, Minocycline	X04388
SAMN26876563	gordonii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN26876563.contig00002 len=585760 cov=36.7 corr=0 origname=NODE_2_length_585760_cov_36.734522_pilon sw=shovill-spades/1.1.0 date=20230627	324389..325852	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876563	gordonii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN26876563.contig00002 len=585760 cov=36.7 corr=0 origname=NODE_2_length_585760_cov_36.734522_pilon sw=shovill-spades/1.1.0 date=20230627	325972..327189	Erythromycin, Azithromycin	U83667
SAMN26876565	gordonii	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN26876565.contig00005 len=220916 cov=35.2 corr=0 origname=NODE_5_length_220916_cov_35.175472_pilon sw=shovill-spades/1.1.0 date=20230628	154355..155818	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876565	gordonii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN26876565.contig00005 len=220916 cov=35.2 corr=0 origname=NODE_5_length_220916_cov_35.175472_pilon sw=shovill-spades/1.1.0 date=20230628	153018..154235	Erythromycin, Azithromycin	U83667
SAMN26876579	gordonii	msr(D)	99.93	1464/1464	100.0	1..1464	SAMN26876579.contig00005 len=198188 cov=25.6 corr=0 origname=NODE_5_length_198188_cov_25.569128_pilon sw=shovill-spades/1.1.0 date=20230629	163310..164773	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876579	gordonii	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN26876579.contig00005 len=198188 cov=25.6 corr=0 origname=NODE_5_length_198188_cov_25.569128_pilon sw=shovill-spades/1.1.0 date=20230629	161973..163190	Erythromycin, Azithromycin	U83667
