Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMEA7117751	sp001556435	tet(M)	99.90	1920/1920	100.0	1..1920	SAMEA7117751.contig00002 len=325355 cov=20.4 corr=0 origname=NODE_2_length_325355_cov_20.379466_pilon sw=shovill-spades/1.1.0 date=20230708	301104..303023	Doxycycline, Tetracycline, Minocycline	X75073
SAMEA7510350	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA7510350.contig00002 len=363862 cov=50.3 corr=0 origname=NODE_2_length_363862_cov_50.315048_pilon sw=shovill-spades/1.1.0 date=20230707	88905..90368	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA7510350	sp001556435	mef(A)	99.92	1218/1218	100.0	1..1218	SAMEA7510350.contig00002 len=363862 cov=50.3 corr=0 origname=NODE_2_length_363862_cov_50.315048_pilon sw=shovill-spades/1.1.0 date=20230707	90488..91705	Erythromycin, Azithromycin	U83667
SAMN03197330	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN03197330.contig00004 len=109531 cov=5.1 corr=0 origname=NODE_4_length_109531_cov_5.072447_pilon sw=shovill-spades/1.0.4 date=20190228	82870..84333	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN03197330	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN03197330.contig00004 len=109531 cov=5.1 corr=0 origname=NODE_4_length_109531_cov_5.072447_pilon sw=shovill-spades/1.0.4 date=20190228	81533..82750	Erythromycin, Azithromycin	U83667
SAMN03197330	sp001556435	erm(B)	100.00	738/738	100.0	1..738	SAMN03197330.contig00010 len=63180 cov=4.6 corr=0 origname=NODE_10_length_63180_cov_4.575227_pilon sw=shovill-spades/1.0.4 date=20190228	49740..50477	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN03197330	sp001556435	tet(M)	99.58	1920/1920	100.0	1..1920	SAMN03197330.contig00010 len=63180 cov=4.6 corr=0 origname=NODE_10_length_63180_cov_4.575227_pilon sw=shovill-spades/1.0.4 date=20190228	51584..53503	Doxycycline, Tetracycline, Minocycline	X92947
SAMN04480035	sp001556435	erm(B)	99.86	738/738	100.0	1..738	SAMN04480035.contig00010 len=85603 cov=29.1 corr=0 origname=NODE_10_length_85603_cov_29.145377_pilon sw=shovill-spades/1.0.4 date=20190106	72167..72904	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN04480035	sp001556435	erm(B)	99.86	738/738	100.0	1..738	SAMN04480035.contig00010 len=85603 cov=29.1 corr=0 origname=NODE_10_length_85603_cov_29.145377_pilon sw=shovill-spades/1.0.4 date=20190106	72167..72904	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMN04480035	sp001556435	tet(M)	99.64	1920/1920	100.0	1..1920	SAMN04480035.contig00010 len=85603 cov=29.1 corr=0 origname=NODE_10_length_85603_cov_29.145377_pilon sw=shovill-spades/1.0.4 date=20190106	74011..75930	Doxycycline, Tetracycline, Minocycline	X92947
SAMN04498619	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN04498619.contig00001 len=539246 cov=34.2 corr=0 origname=NODE_1_length_539246_cov_34.232802_pilon sw=shovill-spades/1.0.4 date=20190103	258350..259813	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04498619	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN04498619.contig00001 len=539246 cov=34.2 corr=0 origname=NODE_1_length_539246_cov_34.232802_pilon sw=shovill-spades/1.0.4 date=20190103	259933..261150	Erythromycin, Azithromycin	U83667
SAMN04875577	sp001556435	erm(B)	100.00	738/738	100.0	1..738	SAMN04875577.contig00002 len=510884 cov=63.8 corr=0 origname=NODE_2_length_510884_cov_63.798830_pilon sw=shovill-spades/1.0.4 date=20190209	306393..307130	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN04875577	sp001556435	tet(M)	97.50	1920/1920	98.90625	1..1920	SAMN04875577.contig00002 len=510884 cov=63.8 corr=0 origname=NODE_2_length_510884_cov_63.798830_pilon sw=shovill-spades/1.0.4 date=20190209	308237..310135	Doxycycline, Tetracycline, Minocycline	X90939
SAMN07563134	sp001556435	lsa(C)	99.80	1479/1479	100.0	1..1479	SAMN07563134.contig00001 len=459516 cov=30.0 corr=0 origname=NODE_1_length_459516_cov_29.998696_pilon sw=shovill-spades/1.0.4 date=20190308	381590..383068	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN07563134	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN07563134.contig00008 len=147489 cov=32.1 corr=0 origname=NODE_8_length_147489_cov_32.073193_pilon sw=shovill-spades/1.0.4 date=20190308	54765..56228	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN07563134	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN07563134.contig00008 len=147489 cov=32.1 corr=0 origname=NODE_8_length_147489_cov_32.073193_pilon sw=shovill-spades/1.0.4 date=20190308	56348..57565	Erythromycin, Azithromycin	U83667
SAMN07563134	sp001556435	tet(M)	99.79	1920/1920	100.0	1..1920	SAMN07563134.contig00001 len=459516 cov=30.0 corr=0 origname=NODE_1_length_459516_cov_29.998696_pilon sw=shovill-spades/1.0.4 date=20190308	366555..368474	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN07638970	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN07638970.contig00006 len=134793 cov=35.9 corr=0 origname=NODE_6_length_134793_cov_35.892834_pilon sw=shovill-spades/1.0.4 date=20190228	5840..7303	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN07638970	sp001556435	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN07638970.contig00006 len=134793 cov=35.9 corr=0 origname=NODE_6_length_134793_cov_35.892834_pilon sw=shovill-spades/1.0.4 date=20190228	7423..8640	Erythromycin, Azithromycin	U83667
SAMN11849394	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849394.contig00001 len=413784 cov=48.0 corr=0 origname=NODE_1_length_413784_cov_48.040736_pilon sw=shovill-spades/1.1.0 date=20230708	190866..192329	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849394	sp001556435	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN11849394.contig00001 len=413784 cov=48.0 corr=0 origname=NODE_1_length_413784_cov_48.040736_pilon sw=shovill-spades/1.1.0 date=20230708	189529..190746	Erythromycin, Azithromycin	U83667
SAMN11849395	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849395.contig00001 len=420895 cov=37.8 corr=0 origname=NODE_1_length_420895_cov_37.805655_pilon sw=shovill-spades/1.1.0 date=20230706	221468..222931	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849395	sp001556435	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN11849395.contig00001 len=420895 cov=37.8 corr=0 origname=NODE_1_length_420895_cov_37.805655_pilon sw=shovill-spades/1.1.0 date=20230706	223051..224268	Erythromycin, Azithromycin	U83667
SAMN11849396	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849396.contig00001 len=413630 cov=37.3 corr=0 origname=NODE_1_length_413630_cov_37.260972_pilon sw=shovill-spades/1.1.0 date=20230706	221456..222919	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849396	sp001556435	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN11849396.contig00001 len=413630 cov=37.3 corr=0 origname=NODE_1_length_413630_cov_37.260972_pilon sw=shovill-spades/1.1.0 date=20230706	223039..224256	Erythromycin, Azithromycin	U83667
SAMN11849404	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849404.contig00003 len=224033 cov=33.4 corr=0 origname=NODE_3_length_224033_cov_33.418573_pilon sw=shovill-spades/1.1.0 date=20230706	137665..139128	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849404	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN11849404.contig00003 len=224033 cov=33.4 corr=0 origname=NODE_3_length_224033_cov_33.418573_pilon sw=shovill-spades/1.1.0 date=20230706	136328..137545	Erythromycin, Azithromycin	U83667
SAMN11849406	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849406.contig00001 len=538034 cov=22.8 corr=0 origname=NODE_1_length_538034_cov_22.803941_pilon sw=shovill-spades/1.1.0 date=20230706	232094..233557	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849406	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN11849406.contig00001 len=538034 cov=22.8 corr=0 origname=NODE_1_length_538034_cov_22.803941_pilon sw=shovill-spades/1.1.0 date=20230706	233677..234894	Erythromycin, Azithromycin	U83667
SAMN11849407	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849407.contig00002 len=309733 cov=50.0 corr=0 origname=NODE_2_length_309733_cov_49.988413_pilon sw=shovill-spades/1.1.0 date=20230706	277837..279300	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849407	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN11849407.contig00002 len=309733 cov=50.0 corr=0 origname=NODE_2_length_309733_cov_49.988413_pilon sw=shovill-spades/1.1.0 date=20230706	276500..277717	Erythromycin, Azithromycin	U83667
SAMN11849410	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849410.contig00002 len=309595 cov=39.4 corr=0 origname=NODE_2_length_309595_cov_39.434144_pilon sw=shovill-spades/1.1.0 date=20230706	30434..31897	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849410	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN11849410.contig00002 len=309595 cov=39.4 corr=0 origname=NODE_2_length_309595_cov_39.434144_pilon sw=shovill-spades/1.1.0 date=20230706	32017..33234	Erythromycin, Azithromycin	U83667
SAMN11849412	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849412.contig00003 len=233596 cov=36.7 corr=0 origname=NODE_3_length_233596_cov_36.690725_pilon sw=shovill-spades/1.1.0 date=20230707	202137..203600	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849412	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN11849412.contig00003 len=233596 cov=36.7 corr=0 origname=NODE_3_length_233596_cov_36.690725_pilon sw=shovill-spades/1.1.0 date=20230707	200800..202017	Erythromycin, Azithromycin	U83667
SAMN11849413	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849413.contig00002 len=336202 cov=45.2 corr=0 origname=NODE_2_length_336202_cov_45.182999_pilon sw=shovill-spades/1.1.0 date=20230706	304306..305769	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849413	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN11849413.contig00002 len=336202 cov=45.2 corr=0 origname=NODE_2_length_336202_cov_45.182999_pilon sw=shovill-spades/1.1.0 date=20230706	302969..304186	Erythromycin, Azithromycin	U83667
SAMN11849414	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849414.contig00023 len=3646 cov=32.9 corr=0 origname=NODE_23_length_3646_cov_32.904240_pilon sw=shovill-spades/1.1.0 date=20230708	579..2042	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849414	sp001556435	mef(A)	100.00	758/1218	62.23316912972086	1..758	SAMN11849414.contig00028 len=1582 cov=42.6 corr=0 origname=NODE_28_length_1582_cov_42.553106_pilon sw=shovill-spades/1.1.0 date=20230708	825..1582	Erythromycin, Azithromycin	U83667
SAMN11849415	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849415.contig00002 len=459997 cov=37.0 corr=0 origname=NODE_2_length_459997_cov_37.030220_pilon sw=shovill-spades/1.1.0 date=20230708	203530..204993	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849415	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN11849415.contig00002 len=459997 cov=37.0 corr=0 origname=NODE_2_length_459997_cov_37.030220_pilon sw=shovill-spades/1.1.0 date=20230708	202193..203410	Erythromycin, Azithromycin	U83667
SAMN11849416	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849416.contig00001 len=510217 cov=38.6 corr=0 origname=NODE_1_length_510217_cov_38.637524_pilon sw=shovill-spades/1.1.0 date=20230708	230924..232387	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849416	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN11849416.contig00001 len=510217 cov=38.6 corr=0 origname=NODE_1_length_510217_cov_38.637524_pilon sw=shovill-spades/1.1.0 date=20230708	232507..233724	Erythromycin, Azithromycin	U83667
SAMN11849420	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849420.contig00001 len=358001 cov=39.9 corr=0 origname=NODE_1_length_358001_cov_39.934430_pilon sw=shovill-spades/1.1.0 date=20230706	52077..53540	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849420	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN11849420.contig00001 len=358001 cov=39.9 corr=0 origname=NODE_1_length_358001_cov_39.934430_pilon sw=shovill-spades/1.1.0 date=20230706	53660..54877	Erythromycin, Azithromycin	U83667
SAMN11849427	sp001556435	msr(D)	99.93	1464/1464	100.0	1..1464	SAMN11849427.contig00002 len=401474 cov=13.5 corr=0 origname=NODE_2_length_401474_cov_13.455056_pilon sw=shovill-spades/1.1.0 date=20230706	163085..164548	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849427	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN11849427.contig00002 len=401474 cov=13.5 corr=0 origname=NODE_2_length_401474_cov_13.455056_pilon sw=shovill-spades/1.1.0 date=20230706	161748..162965	Erythromycin, Azithromycin	U83667
SAMN23168446	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN23168446.contig00001 len=655220 cov=22.2 corr=0 origname=NODE_1_length_655220_cov_22.226750_pilon sw=shovill-spades/1.1.0 date=20240710	628327..629790	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN23168446	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN23168446.contig00001 len=655220 cov=22.2 corr=0 origname=NODE_1_length_655220_cov_22.226750_pilon sw=shovill-spades/1.1.0 date=20240710	629910..631127	Erythromycin, Azithromycin	U83667
SAMN26876595	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN26876595.contig00001 len=514590 cov=36.0 corr=0 origname=NODE_1_length_514590_cov_36.049240_pilon sw=shovill-spades/1.1.0 date=20230628	340557..342020	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876595	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN26876595.contig00001 len=514590 cov=36.0 corr=0 origname=NODE_1_length_514590_cov_36.049240_pilon sw=shovill-spades/1.1.0 date=20230628	342140..343357	Erythromycin, Azithromycin	U83667
SAMN30469915	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN30469915.contig00002 len=319954 cov=44.4 corr=0 origname=NODE_2_length_319954_cov_44.425260_pilon sw=shovill-spades/1.1.0 date=20240708	125283..126746	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN30469915	sp001556435	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN30469915.contig00002 len=319954 cov=44.4 corr=0 origname=NODE_2_length_319954_cov_44.425260_pilon sw=shovill-spades/1.1.0 date=20240708	126866..128083	Erythromycin, Azithromycin	U83667
SAMN30578098	sp001556435	aac(6')-aph(2'')	100.00	1440/1440	100.0	1..1440	SAMN30578098.contig00001 len=519923 cov=36.3 corr=0 origname=NODE_1_length_519923_cov_36.291307_pilon sw=shovill-spades/1.1.0 date=20230625	461093..462532	Gentamicin, Tobramycin, Netilmicin, Kanamycin, Amikacin, Dibekacin, Isepamicin, Fortimicin, Streptomycin	M13771
SAMN30578098	sp001556435	erm(B)	99.86	738/738	100.0	1..738	SAMN30578098.contig00001 len=519923 cov=36.3 corr=0 origname=NODE_1_length_519923_cov_36.291307_pilon sw=shovill-spades/1.1.0 date=20230625	469071..469808	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN30578098	sp001556435	erm(B)	99.86	738/738	100.0	1..738	SAMN30578098.contig00001 len=519923 cov=36.3 corr=0 origname=NODE_1_length_519923_cov_36.291307_pilon sw=shovill-spades/1.1.0 date=20230625	469071..469808	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMN30578098	sp001556435	tet(M)	99.38	1920/1920	100.0	1..1920	SAMN30578098.contig00001 len=519923 cov=36.3 corr=0 origname=NODE_1_length_519923_cov_36.291307_pilon sw=shovill-spades/1.1.0 date=20230625	470915..472834	Doxycycline, Tetracycline, Minocycline	X75073
SAMN30578099	sp001556435	aac(6')-aph(2'')	100.00	1440/1440	100.0	1..1440	SAMN30578099.contig00005 len=234978 cov=35.0 corr=0 origname=NODE_5_length_234978_cov_34.966130_pilon sw=shovill-spades/1.1.0 date=20230627	57182..58621	Gentamicin, Tobramycin, Netilmicin, Kanamycin, Amikacin, Dibekacin, Isepamicin, Fortimicin, Streptomycin	M13771
SAMN30578099	sp001556435	erm(B)	99.86	738/738	100.0	1..738	SAMN30578099.contig00005 len=234978 cov=35.0 corr=0 origname=NODE_5_length_234978_cov_34.966130_pilon sw=shovill-spades/1.1.0 date=20230627	49906..50643	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN30578099	sp001556435	erm(B)	99.86	738/738	100.0	1..738	SAMN30578099.contig00005 len=234978 cov=35.0 corr=0 origname=NODE_5_length_234978_cov_34.966130_pilon sw=shovill-spades/1.1.0 date=20230627	49906..50643	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMN30578099	sp001556435	tet(M)	99.38	1920/1920	100.0	1..1920	SAMN30578099.contig00005 len=234978 cov=35.0 corr=0 origname=NODE_5_length_234978_cov_34.966130_pilon sw=shovill-spades/1.1.0 date=20230627	46880..48799	Doxycycline, Tetracycline, Minocycline	X75073
SAMN30578100	sp001556435	erm(B)	100.00	738/738	100.0	1..738	SAMN30578100.contig00005 len=171754 cov=38.8 corr=0 origname=NODE_5_length_171754_cov_38.812500_pilon sw=shovill-spades/1.1.0 date=20230719	72594..73331	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN30578100	sp001556435	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN30578100.contig00005 len=171754 cov=38.8 corr=0 origname=NODE_5_length_171754_cov_38.812500_pilon sw=shovill-spades/1.1.0 date=20230719	60757..62676	Doxycycline, Tetracycline, Minocycline	X92947
SAMN30578101	sp001556435	erm(B)	100.00	738/738	100.0	1..738	SAMN30578101.contig00007 len=172448 cov=36.5 corr=0 origname=NODE_7_length_172448_cov_36.523492_pilon sw=shovill-spades/1.1.0 date=20230627	98440..99177	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN30578101	sp001556435	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN30578101.contig00007 len=172448 cov=36.5 corr=0 origname=NODE_7_length_172448_cov_36.523492_pilon sw=shovill-spades/1.1.0 date=20230627	109095..111014	Doxycycline, Tetracycline, Minocycline	X92947
SAMN41327426	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41327426.contig00002 len=261566 cov=36.0 corr=0 origname=NODE_2_length_261566_cov_35.953472_pilon sw=shovill-spades/1.1.0 date=20240724	63000..64463	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41327426	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41327426.contig00002 len=261566 cov=36.0 corr=0 origname=NODE_2_length_261566_cov_35.953472_pilon sw=shovill-spades/1.1.0 date=20240724	61663..62880	Erythromycin, Azithromycin	U83667
SAMN41328512	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41328512.contig00001 len=730418 cov=20.2 corr=0 origname=NODE_1_length_730418_cov_20.161077_pilon sw=shovill-spades/1.1.0 date=20240725	293763..295226	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41328512	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41328512.contig00001 len=730418 cov=20.2 corr=0 origname=NODE_1_length_730418_cov_20.161077_pilon sw=shovill-spades/1.1.0 date=20240725	292426..293643	Erythromycin, Azithromycin	U83667
SAMN41328512	sp001556435	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN41328512.contig00018 len=19621 cov=30.2 corr=0 origname=NODE_18_length_19621_cov_30.160943_pilon sw=shovill-spades/1.1.0 date=20240725	9719..11638	Doxycycline, Tetracycline, Minocycline	X75073
SAMN41328580	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41328580.contig00001 len=567757 cov=34.5 corr=0 origname=NODE_1_length_567757_cov_34.464944_pilon sw=shovill-spades/1.1.0 date=20240725	434831..436294	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41328580	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41328580.contig00001 len=567757 cov=34.5 corr=0 origname=NODE_1_length_567757_cov_34.464944_pilon sw=shovill-spades/1.1.0 date=20240725	436414..437631	Erythromycin, Azithromycin	U83667
SAMN41328580	sp001556435	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN41328580.contig00012 len=43715 cov=47.0 corr=0 origname=NODE_12_length_43715_cov_46.965707_pilon sw=shovill-spades/1.1.0 date=20240725	9699..11618	Doxycycline, Tetracycline, Minocycline	X75073
SAMN41328620	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41328620.contig00001 len=658307 cov=32.1 corr=0 origname=NODE_1_length_658307_cov_32.079197_pilon sw=shovill-spades/1.1.0 date=20240725	222441..223904	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41328620	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41328620.contig00001 len=658307 cov=32.1 corr=0 origname=NODE_1_length_658307_cov_32.079197_pilon sw=shovill-spades/1.1.0 date=20240725	221104..222321	Erythromycin, Azithromycin	U83667
