sample_key	GTDB_214	sample	element_symbol	element_name	source
NA	NA	SAMN10478698	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN20399954	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN20399954	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN20399955	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN20399955	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN20399957	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA104055247	NA	NA	atb
NA	NA	SAMEA104138644	NA	NA	atb
NA	NA	SAMEA104138646	NA	NA	atb
NA	NA	SAMEA112750618	NA	NA	atb
NA	NA	SAMEA115092472	NA	NA	atb
NA	NA	SAMEA117660697	NA	NA	atb
NA	NA	SAMEA3882109	NA	NA	atb
NA	NA	SAMEA4928789	NA	NA	atb
NA	NA	SAMEA5192267	NA	NA	atb
NA	NA	SAMEA5192268	NA	NA	atb
NA	NA	SAMEA5192270	NA	NA	atb
NA	NA	SAMEA5192271	NA	NA	atb
NA	NA	SAMEA5192273	NA	NA	atb
NA	NA	SAMEA5192276	NA	NA	atb
NA	NA	SAMEA5192280	NA	NA	atb
NA	NA	SAMEA5192281	NA	NA	atb
NA	NA	SAMEA5192282	NA	NA	atb
NA	NA	SAMEA5192283	NA	NA	atb
NA	NA	SAMEA9956662	NA	NA	atb
NA	NA	SAMN03197408	NA	NA	atb
NA	NA	SAMN09631784	NA	NA	atb
NA	NA	SAMN20399946	NA	NA	atb
NA	NA	SAMN20399956	NA	NA	atb
NA	NA	SAMN20399962	NA	NA	atb
NA	NA	SAMN26876568	NA	NA	atb
