sample_key	GTDB_214	sample	element_symbol	element_name	source
NA	NA	SAMN11849387	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN11849388	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
NA	NA	SAMN11849388	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN11849388	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN11849388	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
NA	NA	SAMN11849388	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849388	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849389	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849389	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849389	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN11849389	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN11849390	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
NA	NA	SAMN11849390	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
NA	NA	SAMN11849390	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN11849390	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN11849390	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849390	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN26876559	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN26876559	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN26876559	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN26876559	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN26876573	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN26876573	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN26876573	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN26876573	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN29581410	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN29581410	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN29581410	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN29581410	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN41594618	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN41594618	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN41594618	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN41594619	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN41594619	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN41594619	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN41594620	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN41594620	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN41594620	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
