sample_key	GTDB_214	sample	element_symbol	element_name	source
155cvs	salivarius	155Cvs-CMPN001x76_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
55csv	salivarius	55Csv-CMPN001x05_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
55csv	salivarius	55Csv-CMPN001x05_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
NA	NA	SAMD00793724	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMD00793724	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA104138637	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA104138637	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA111346957	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA111346957	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA111506114	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA111506114	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA112824118	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA112824118	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA114276590	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA114276590	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA114276592	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA114276592	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA114309597	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA114309597	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA114321088	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA114321088	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA114539227	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA114539227	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA114539251	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA114539254	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA114539261	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA114539261	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA115092700	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA115092700	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA115106832	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA115106832	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA115875241	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA115875241	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA3712933	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA4555980	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA4555980	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA4556013	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA4556013	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA4655553	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA4655553	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA5390805	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA5390805	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA5390816	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA5390816	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA5390820	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA5390820	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA5390865	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA5390865	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA5390865	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA5390868	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA5390882	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA5390886	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA5390888	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA5390888	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA5390888	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA5390888	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA5390891	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA5390894	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA5390899	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA5390906	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA5390909	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA5390915	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA6516818	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA6647150	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA6647150	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA6647151	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA6647151	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA6647157	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA6647157	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA6647157	catA16	type A-16 chloramphenicol O-acetyltransferase CatQ	atb
NA	NA	SAMEA6647159	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA6647159	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA6647160	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA6647161	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA6647161	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA6647163	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA6647163	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA6647165	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA6647165	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA6647165	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA6647166	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA6647166	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA6647168	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA6647168	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA6647169	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA6647169	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA7510345	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA7510345	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA7704723	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA7704723	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA9956575	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA9956575	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN02344625	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN02344625	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN02344625	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
NA	NA	SAMN02344625	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN02471219	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN02471219	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN03197239	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN03197239	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN03197931	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN03197931	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN04477505	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN04477505	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN04477505	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN04480045	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	atb
NA	NA	SAMN04498650	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN04498650	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN05421814	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	atb
NA	NA	SAMN10174755	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN10174755	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN10174755	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN10239557	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN10239557	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11056486	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN11056486	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN11849398	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849398	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849399	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
NA	NA	SAMN11849399	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849399	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849401	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849401	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN26876534	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN26876534	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN26876534	catA16	type A-16 chloramphenicol O-acetyltransferase CatQ	atb
NA	NA	SAMN26876591	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN26876591	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN26876592	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN26876592	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN26876592	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN29228697	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN29228697	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN29228697	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN30578105	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN30578105	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN30578106	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
NA	NA	SAMN30578106	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN30578106	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN30578108	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN30578110	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN30578110	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN37326959	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN37326959	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN37326959	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN37326959	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN41328034	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41328034	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41328079	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41328079	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41328934	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41328934	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41329241	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41329241	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41329274	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN41329274	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN41336296	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
NA	NA	SAMN41337062	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
NA	NA	SAMN44729552	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN44729552	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN44729552	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
NA	NA	SAMEA104055293	NA	NA	atb
NA	NA	SAMEA104138632	NA	NA	atb
NA	NA	SAMEA104138633	NA	NA	atb
NA	NA	SAMEA104138634	NA	NA	atb
NA	NA	SAMEA104138635	NA	NA	atb
NA	NA	SAMEA104138636	NA	NA	atb
NA	NA	SAMEA104138638	NA	NA	atb
NA	NA	SAMEA104138641	NA	NA	atb
NA	NA	SAMEA104428617	NA	NA	atb
NA	NA	SAMEA112824120	NA	NA	atb
NA	NA	SAMEA114539087	NA	NA	atb
NA	NA	SAMEA115092756	NA	NA	atb
NA	NA	SAMEA115106834	NA	NA	atb
NA	NA	SAMEA117660279	NA	NA	atb
NA	NA	SAMEA3712952	NA	NA	atb
NA	NA	SAMEA3882093	NA	NA	atb
NA	NA	SAMEA4027254	NA	NA	atb
NA	NA	SAMEA4362449	NA	NA	atb
NA	NA	SAMEA4655644	NA	NA	atb
NA	NA	SAMEA4655659	NA	NA	atb
NA	NA	SAMEA5390801	NA	NA	atb
NA	NA	SAMEA5390809	NA	NA	atb
NA	NA	SAMEA5390811	NA	NA	atb
NA	NA	SAMEA5390812	NA	NA	atb
NA	NA	SAMEA5390814	NA	NA	atb
NA	NA	SAMEA5390818	NA	NA	atb
NA	NA	SAMEA6647152	NA	NA	atb
NA	NA	SAMEA6647153	NA	NA	atb
NA	NA	SAMEA6647162	NA	NA	atb
NA	NA	SAMEA6647164	NA	NA	atb
NA	NA	SAMEA7510346	NA	NA	atb
NA	NA	SAMEA7510347	NA	NA	atb
NA	NA	SAMEA7510348	NA	NA	atb
NA	NA	SAMEA7510349	NA	NA	atb
NA	NA	SAMEA9956645	NA	NA	atb
NA	NA	SAMEA9956667	NA	NA	atb
NA	NA	SAMEA9956669	NA	NA	atb
NA	NA	SAMN03140396	NA	NA	atb
NA	NA	SAMN03196965	NA	NA	atb
NA	NA	SAMN04480405	NA	NA	atb
NA	NA	SAMN04498582	NA	NA	atb
NA	NA	SAMN09631759	NA	NA	atb
NA	NA	SAMN11849392	NA	NA	atb
NA	NA	SAMN11849393	NA	NA	atb
NA	NA	SAMN11849397	NA	NA	atb
NA	NA	SAMN11849400	NA	NA	atb
NA	NA	SAMN11849403	NA	NA	atb
NA	NA	SAMN11849405	NA	NA	atb
NA	NA	SAMN11849408	NA	NA	atb
NA	NA	SAMN11849409	NA	NA	atb
NA	NA	SAMN11849417	NA	NA	atb
NA	NA	SAMN11849419	NA	NA	atb
NA	NA	SAMN11849421	NA	NA	atb
NA	NA	SAMN11849422	NA	NA	atb
NA	NA	SAMN11849423	NA	NA	atb
NA	NA	SAMN11849424	NA	NA	atb
NA	NA	SAMN11849425	NA	NA	atb
NA	NA	SAMN11849426	NA	NA	atb
NA	NA	SAMN12251081	NA	NA	atb
NA	NA	SAMN14086913	NA	NA	atb
NA	NA	SAMN15048692	NA	NA	atb
NA	NA	SAMN19249663	NA	NA	atb
NA	NA	SAMN19328836	NA	NA	atb
NA	NA	SAMN29228665	NA	NA	atb
NA	NA	SAMN30578102	NA	NA	atb
NA	NA	SAMN30578103	NA	NA	atb
NA	NA	SAMN30578104	NA	NA	atb
NA	NA	SAMN30578109	NA	NA	atb
NA	NA	SAMN41327335	NA	NA	atb
NA	NA	SAMN41327393	NA	NA	atb
NA	NA	SAMN41327480	NA	NA	atb
NA	NA	SAMN41327635	NA	NA	atb
NA	NA	SAMN41327658	NA	NA	atb
NA	NA	SAMN41327946	NA	NA	atb
NA	NA	SAMN41327949	NA	NA	atb
NA	NA	SAMN41328075	NA	NA	atb
NA	NA	SAMN41328276	NA	NA	atb
NA	NA	SAMN41328401	NA	NA	atb
NA	NA	SAMN41328497	NA	NA	atb
NA	NA	SAMN41328510	NA	NA	atb
NA	NA	SAMN41328522	NA	NA	atb
NA	NA	SAMN41328533	NA	NA	atb
NA	NA	SAMN41328578	NA	NA	atb
NA	NA	SAMN41328579	NA	NA	atb
NA	NA	SAMN41328599	NA	NA	atb
NA	NA	SAMN41328600	NA	NA	atb
NA	NA	SAMN41328611	NA	NA	atb
NA	NA	SAMN41328612	NA	NA	atb
NA	NA	SAMN41328623	NA	NA	atb
NA	NA	SAMN41328894	NA	NA	atb
NA	NA	SAMN41336161	NA	NA	atb
NA	NA	SAMN41336781	NA	NA	atb
NA	NA	SAMN41336935	NA	NA	atb
NA	NA	SAMN41594651	NA	NA	atb
NA	NA	SAMN41594653	NA	NA	atb
NA	NA	SAMN41594714	NA	NA	atb
NA	NA	SAMN41594715	NA	NA	atb
NA	NA	SAMN41594789	NA	NA	atb
NA	NA	SAMN41594790	NA	NA	atb
