sample_key	GTDB_214	sample	element_symbol	element_name	source
NA	NA	SAMN11849406	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849407	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849407	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849410	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849410	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849412	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849412	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849413	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849413	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849414	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849414	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849415	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849415	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849416	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849416	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849420	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849420	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849427	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849427	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN23168446	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN23168446	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN26876595	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN26876595	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN30469915	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN30469915	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN30578098	aac(6')-Ie/aph(2'')-Ia	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	atb
NA	NA	SAMN30578098	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN30578098	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN30578099	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN30578099	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN30578099	aac(6')-Ie/aph(2'')-Ia	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	atb
NA	NA	SAMN30578100	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN30578100	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN30578101	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN30578101	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN41327426	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41327426	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41328512	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41328512	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41328512	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN41328580	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41328580	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41328580	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN41328620	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41328620	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41328620	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN41328701	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41328701	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41329018	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41329018	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41329462	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41329462	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41329462	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
NA	NA	SAMN41594762	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41594762	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41594763	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41594763	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41594764	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41594764	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA104042163	NA	NA	atb
NA	NA	SAMEA104138629	NA	NA	atb
NA	NA	SAMEA104138639	NA	NA	atb
NA	NA	SAMEA5390855	NA	NA	atb
NA	NA	SAMEA7510351	NA	NA	atb
NA	NA	SAMEA9956663	NA	NA	atb
NA	NA	SAMN16357214	NA	NA	atb
NA	NA	SAMN30098130	NA	NA	atb
NA	NA	SAMN38063063	NA	NA	atb
NA	NA	SAMN41082110	NA	NA	atb
NA	NA	SAMN41328020	NA	NA	atb
