sample_key	GTDB_214	sample	element_symbol	element_name	source
NA	NA	SAMN09631702	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN09631706	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN09631706	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN09631706	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN09631709	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN09631709	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN09631713	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN09631713	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN09631714	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN09631714	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN20399913	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN20399913	catA	type A-9 chloramphenicol O-acetyltransferase	atb
NA	NA	SAMN20399917	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN20399917	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN23168443	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN23168443	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN23168443	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN26876563	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN26876563	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN26876565	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN26876565	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN26876579	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN26876579	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA104055290	NA	NA	atb
NA	NA	SAMEA104113794	NA	NA	atb
NA	NA	SAMEA104138585	NA	NA	atb
NA	NA	SAMEA104138586	NA	NA	atb
NA	NA	SAMEA104138587	NA	NA	atb
NA	NA	SAMEA104138588	NA	NA	atb
NA	NA	SAMEA104138593	NA	NA	atb
NA	NA	SAMEA104138594	NA	NA	atb
NA	NA	SAMEA104138595	NA	NA	atb
NA	NA	SAMEA104138596	NA	NA	atb
NA	NA	SAMEA104138597	NA	NA	atb
NA	NA	SAMEA104138598	NA	NA	atb
NA	NA	SAMEA104138599	NA	NA	atb
NA	NA	SAMEA104138600	NA	NA	atb
NA	NA	SAMEA104138601	NA	NA	atb
NA	NA	SAMEA104138602	NA	NA	atb
NA	NA	SAMEA104138603	NA	NA	atb
NA	NA	SAMEA104138642	NA	NA	atb
NA	NA	SAMEA104151673	NA	NA	atb
NA	NA	SAMEA10428078	NA	NA	atb
NA	NA	SAMEA111504464	NA	NA	atb
NA	NA	SAMEA114309600	NA	NA	atb
NA	NA	SAMEA115092765	NA	NA	atb
NA	NA	SAMEA115092766	NA	NA	atb
NA	NA	SAMEA115606566	NA	NA	atb
NA	NA	SAMEA4555965	NA	NA	atb
NA	NA	SAMEA5192249	NA	NA	atb
NA	NA	SAMEA5192250	NA	NA	atb
NA	NA	SAMEA5192254	NA	NA	atb
NA	NA	SAMEA5192255	NA	NA	atb
NA	NA	SAMEA5192256	NA	NA	atb
NA	NA	SAMEA5192257	NA	NA	atb
NA	NA	SAMEA5192258	NA	NA	atb
NA	NA	SAMEA5192259	NA	NA	atb
NA	NA	SAMEA5192260	NA	NA	atb
NA	NA	SAMEA5192261	NA	NA	atb
NA	NA	SAMEA5192263	NA	NA	atb
NA	NA	SAMEA5390856	NA	NA	atb
NA	NA	SAMEA6657693	NA	NA	atb
NA	NA	SAMN03197998	NA	NA	atb
NA	NA	SAMN04395146	NA	NA	atb
NA	NA	SAMN07312415	NA	NA	atb
NA	NA	SAMN09631698	NA	NA	atb
NA	NA	SAMN09631700	NA	NA	atb
NA	NA	SAMN09631701	NA	NA	atb
NA	NA	SAMN09631705	NA	NA	atb
NA	NA	SAMN09631708	NA	NA	atb
NA	NA	SAMN09631711	NA	NA	atb
NA	NA	SAMN09631715	NA	NA	atb
NA	NA	SAMN16357596	NA	NA	atb
NA	NA	SAMN16357597	NA	NA	atb
NA	NA	SAMN16951221	NA	NA	atb
NA	NA	SAMN20399907	NA	NA	atb
NA	NA	SAMN20399908	NA	NA	atb
NA	NA	SAMN20399909	NA	NA	atb
NA	NA	SAMN20399910	NA	NA	atb
NA	NA	SAMN20399911	NA	NA	atb
NA	NA	SAMN20399912	NA	NA	atb
NA	NA	SAMN20399915	NA	NA	atb
NA	NA	SAMN20399916	NA	NA	atb
NA	NA	SAMN20399918	NA	NA	atb
NA	NA	SAMN20399919	NA	NA	atb
NA	NA	SAMN20399920	NA	NA	atb
NA	NA	SAMN20399921	NA	NA	atb
NA	NA	SAMN23168507	NA	NA	atb
NA	NA	SAMN26876562	NA	NA	atb
NA	NA	SAMN26876580	NA	NA	atb
